EventID,EventType,Severity,Status,EventDate,DueDate,CloseDate,AgeDays_AsOf,SLA_Days,BookingLocation,Region,Team,Product,AmountCHF,MandatoryFieldsMissingCount,ExceptionReason,RootCause,SourceSystem,ClientSegment
E0006560,Processing Error,Critical,Open,2025-04-23,,,252.0,14,Singapore,APAC,Operations,Lombard Lending,,0,Over SLA; High/Critical Severity,System,Monitoring Tool,
E0006575,Processing Error,Medium,Open,2025-04-24,,,251.0,14,Zurich,EMEA,Front Office,Execution-only,,0,Over SLA,System,Email Intake,
E0006585,Reconciliation Break,High,Open,2025-04-24,,,251.0,7,Zurich,EMEA,Operations,Lombard Lending,17064.96935936232,0,Over SLA; High/Critical Severity,Process,Workflow,
E0006589,High-Risk Transaction,Medium,Open,2025-04-24,,,251.0,10,Geneva,EMEA,Front Office,Execution-only,58578.11469150809,0,Over SLA,Process,CRM,
E0006594,Processing Error,Low,Open,2025-04-24,,,251.0,14,London,EMEA,Front Office,Execution-only,,0,Over SLA,Manual,Core Banking,
E0006610,Limit Breach,Critical,Open,2025-04-24,,,251.0,10,Singapore,APAC,Front Office,Discretionary,9765.580541811161,0,Over SLA; High/Critical Severity,System,Monitoring Tool,
E0006611,Data Quality Issue,Medium,Open,2025-04-24,,,251.0,14,Singapore,APAC,Client Onboarding,Discretionary,21047.202553747287,0,Over SLA,Process,Core Banking,
E0006631,Data Quality Issue,Critical,Open,2025-04-25,,,250.0,14,Zurich,EMEA,Client Onboarding,Execution-only,,0,Over SLA; High/Critical Severity,Third-party,Monitoring Tool,
E0006638,Processing Error,Medium,Open,2025-04-25,,,250.0,14,Geneva,EMEA,Operations,Advisory,,0,Over SLA,Manual,Email Intake,
E0006652,Data Quality Issue,Medium,Open,2025-04-25,,,250.0,14,London,EMEA,Client Onboarding,Advisory,37877.5168849212,0,Over SLA,Policy/Guidance,CRM,
E0006656,High-Risk Transaction,High,Open,2025-04-25,,,250.0,10,London,EMEA,Front Office,Execution-only,66991.14270637963,0,Over SLA; High/Critical Severity,Process,Core Banking,
E0006659,Reconciliation Break,Medium,Open,2025-04-25,,,250.0,7,London,EMEA,Operations,Execution-only,40512.19421708919,0,Over SLA,Manual,Core Banking,
E0006682,Processing Error,Low,Open,2025-04-25,,,250.0,14,New York,Americas,Operations,Lombard Lending,,0,Over SLA,Process,CRM,
E0006696,High-Risk Transaction,Medium,Open,2025-04-25,,,250.0,10,Hong Kong,APAC,Front Office,Execution-only,68863.91444602022,0,Over SLA,Manual,Monitoring Tool,
E0006697,Processing Error,High,Open,2025-04-25,,,250.0,14,Hong Kong,APAC,Operations,Execution-only,29928.080153252085,0,Over SLA; High/Critical Severity,Third-party,Core Banking,
E0006710,Overdue Task,Medium,Open,2025-04-26,2025-05-03,,249.0,7,Zurich,EMEA,Client Onboarding,Execution-only,,0,Over SLA; Overdue,Process,CRM,HNW
E0006719,Reconciliation Break,Medium,Open,2025-04-26,,,249.0,7,London,EMEA,Operations,Advisory,109619.05681318564,0,Over SLA,Process,Email Intake,
E0006723,Reconciliation Break,Low,Open,2025-04-26,,,249.0,7,London,EMEA,Operations,Discretionary,20745.02858611886,0,Over SLA,Policy/Guidance,Workflow,
E0006733,Limit Breach,Medium,Open,2025-04-26,,,249.0,10,New York,Americas,Front Office,Advisory,18846.803110959245,0,Over SLA,System,Monitoring Tool,
E0006755,High-Risk Transaction,Low,Open,2025-04-26,,,249.0,10,Singapore,APAC,Front Office,Execution-only,78747.00798360164,0,Over SLA,Process,Core Banking,
E0006756,Processing Error,High,Open,2025-04-26,,,249.0,14,Singapore,APAC,Operations,Execution-only,,0,Over SLA; High/Critical Severity,System,Email Intake,
E0006757,Data Quality Issue,Low,Open,2025-04-26,,,249.0,14,Singapore,APAC,Operations,Execution-only,,0,Over SLA,Policy/Guidance,Workflow,
E0006780,Processing Error,Low,Open,2025-04-27,,,248.0,14,Geneva,EMEA,Front Office,Advisory,,0,Over SLA,Manual,Monitoring Tool,
E0006781,High-Risk Transaction,Medium,Open,2025-04-27,,,248.0,10,Geneva,EMEA,Front Office,Advisory,36521.01558759385,1,Over SLA; Missing Mandatory Fields,System,Workflow,
E0006788,High-Risk Transaction,Low,Open,2025-04-27,,,248.0,10,London,EMEA,Front Office,Discretionary,16973.850929971275,0,Over SLA,Manual,Email Intake,
E0006807,Reconciliation Break,Low,Open,2025-04-27,,,248.0,7,New York,Americas,Operations,Lombard Lending,43469.59487376149,0,Over SLA,Third-party,Core Banking,
E0006808,Incident,High,Open,2025-04-27,,,248.0,30,Singapore,APAC,Front Office,Discretionary,,0,Over SLA; High/Critical Severity,Process,CRM,
E0006814,Processing Error,Medium,Open,2025-04-27,,,248.0,14,Hong Kong,APAC,Operations,Discretionary,35621.29147435648,0,Over SLA,System,Workflow,
E0006818,High-Risk Transaction,High,Open,2025-04-28,,,247.0,10,Zurich,EMEA,Front Office,Execution-only,168616.5730356672,0,Over SLA; High/Critical Severity,Process,Workflow,
E0006844,High-Risk Transaction,Critical,Open,2025-04-28,,,247.0,10,London,EMEA,Operations,Execution-only,21856.9527681644,0,Over SLA; High/Critical Severity,System,Workflow,
E0006851,Reconciliation Break,High,Open,2025-04-28,,,247.0,7,London,EMEA,Operations,Structured Products,41618.38735762137,0,Over SLA; High/Critical Severity,Manual,Workflow,
E0006872,Processing Error,Medium,Open,2025-04-28,,,247.0,14,Singapore,APAC,Front Office,Lombard Lending,,0,Over SLA,Third-party,CRM,
E0006874,High-Risk Transaction,Low,Open,2025-04-28,,,247.0,10,Hong Kong,APAC,Front Office,Advisory,77825.61891511286,0,Over SLA,Process,Core Banking,
E0006882,High-Risk Transaction,Critical,Open,2025-04-29,,,246.0,10,Zurich,EMEA,Front Office,Execution-only,13719.568778004601,0,Over SLA; High/Critical Severity,Third-party,Workflow,
E0006919,Incident,Low,Open,2025-04-29,,,246.0,30,New York,Americas,Front Office,Discretionary,,0,Over SLA,Third-party,Workflow,
E0006920,Processing Error,High,Open,2025-04-29,,,246.0,14,New York,Americas,Operations,Execution-only,,0,Over SLA; High/Critical Severity,Third-party,Email Intake,
E0006923,High-Risk Transaction,Low,Open,2025-04-29,,,246.0,10,New York,Americas,Front Office,Structured Products,66061.0479017157,0,Over SLA,Process,CRM,
E0006932,Data Quality Issue,Medium,Open,2025-04-29,,,246.0,14,Singapore,APAC,Compliance & Controls,Lombard Lending,,0,Over SLA,Policy/Guidance,Workflow,
E0006938,Reconciliation Break,Low,Open,2025-04-29,,,246.0,7,Hong Kong,APAC,Operations,Advisory,115972.27527653037,0,Over SLA,Process,Core Banking,
E0006958,Overdue Task,Low,Open,2025-04-30,2025-05-07,,245.0,7,Geneva,EMEA,Operations,Execution-only,,0,Over SLA; Overdue,Process,Workflow,Affluent
E0006959,Processing Error,Medium,Open,2025-04-30,,,245.0,14,Geneva,EMEA,Operations,Structured Products,,0,Over SLA,System,Email Intake,
E0006961,Processing Error,High,Open,2025-04-30,,,245.0,14,London,EMEA,Operations,Advisory,,0,Over SLA; High/Critical Severity,System,Core Banking,
E0006972,Complaint,Medium,Open,2025-04-30,,,245.0,20,New York,Americas,Front Office,Advisory,,0,Over SLA,System,Core Banking,Affluent
E0006979,Incident,High,Open,2025-04-30,,,245.0,30,New York,Americas,Client Onboarding,Lombard Lending,,0,Over SLA; High/Critical Severity,Policy/Guidance,Monitoring Tool,
E0006982,Processing Error,Medium,Open,2025-04-30,,,245.0,14,Singapore,APAC,Operations,Advisory,,0,Over SLA,Process,Email Intake,
E0006987,Overdue Task,Medium,Open,2025-04-30,2025-05-07,,245.0,7,Singapore,APAC,Operations,Execution-only,,0,Over SLA; Overdue,System,CRM,HNW
E0007005,Overdue Task,Low,Open,2025-05-01,2025-05-08,,244.0,7,Zurich,EMEA,Operations,Discretionary,,0,Over SLA; Overdue,Policy/Guidance,Monitoring Tool,Affluent
E0007020,High-Risk Transaction,Low,Open,2025-05-01,,,244.0,10,London,EMEA,Front Office,Lombard Lending,25756.020488849972,0,Over SLA,Manual,CRM,
E0007026,Data Quality Issue,Low,Open,2025-05-01,,,244.0,14,London,EMEA,Client Onboarding,Structured Products,,0,Over SLA,Process,CRM,
E0007060,Processing Error,Low,Open,2025-05-02,,,243.0,14,Zurich,EMEA,Front Office,Discretionary,,0,Over SLA,Process,CRM,
E0007062,Reconciliation Break,Critical,Open,2025-05-02,,,243.0,7,Zurich,EMEA,Operations,Discretionary,24486.094465328122,0,Over SLA; High/Critical Severity,System,Email Intake,
E0007089,Processing Error,Low,Open,2025-05-02,,,243.0,14,Singapore,APAC,Operations,Advisory,,0,Over SLA,Manual,CRM,
E0007093,High-Risk Transaction,Medium,Open,2025-05-02,,,243.0,10,Singapore,APAC,Front Office,Execution-only,78067.73395212911,0,Over SLA,System,CRM,
E0007094,Processing Error,Medium,Open,2025-05-02,,,243.0,14,Singapore,APAC,Operations,Execution-only,,0,Over SLA,Process,Core Banking,
E0007100,Processing Error,Low,Open,2025-05-02,,,243.0,14,Hong Kong,APAC,Operations,Lombard Lending,43872.11940642638,0,Over SLA,Process,Workflow,
E0007105,Processing Error,Medium,Open,2025-05-03,,,242.0,14,Zurich,EMEA,Operations,Discretionary,,0,Over SLA,Process,CRM,
E0007111,Processing Error,High,Open,2025-05-03,,,242.0,14,Geneva,EMEA,Operations,Discretionary,42505.58980486839,1,Over SLA; High/Critical Severity; Missing Mandatory Fields,Third-party,CRM,
E0007115,Incident,Low,Open,2025-05-03,,,242.0,30,Geneva,EMEA,Operations,Execution-only,,0,Over SLA,Manual,Monitoring Tool,
E0007119,Incident,Low,Open,2025-05-03,,,242.0,30,London,EMEA,Client Onboarding,Lombard Lending,5386.984464062551,0,Over SLA,Third-party,Email Intake,
E0007128,Processing Error,Critical,Open,2025-05-03,,,242.0,14,New York,Americas,Operations,Discretionary,,0,Over SLA; High/Critical Severity,Manual,Workflow,
E0007132,Processing Error,Low,Open,2025-05-03,,,242.0,14,New York,Americas,Operations,Execution-only,,0,Over SLA,System,Monitoring Tool,
E0007145,Complaint,Medium,Open,2025-05-03,,,242.0,20,Singapore,APAC,Front Office,Execution-only,,0,Over SLA,Policy/Guidance,Email Intake,Affluent
E0007168,Processing Error,High,Open,2025-05-04,,,241.0,14,London,EMEA,Front Office,Advisory,24996.85551089126,0,Over SLA; High/Critical Severity,System,CRM,
E0007170,Processing Error,High,Open,2025-05-04,,,241.0,14,London,EMEA,Operations,Discretionary,,0,Over SLA; High/Critical Severity,Manual,Workflow,
E0007180,Overdue Task,Low,Open,2025-05-04,2025-05-11,,241.0,7,New York,Americas,Client Onboarding,Execution-only,,0,Over SLA; Overdue,Process,Workflow,Affluent
E0007187,Limit Breach,Medium,Open,2025-05-04,,,241.0,10,Singapore,APAC,Front Office,Lombard Lending,44874.68689219546,0,Over SLA,Manual,Email Intake,
E0007192,KYC Review Overdue,Low,Open,2025-05-04,2025-06-03,,241.0,30,Hong Kong,APAC,Client Onboarding,Execution-only,,0,Over SLA; Overdue,Process,Email Intake,Affluent
E0007193,Processing Error,Medium,Open,2025-05-04,,,241.0,14,Hong Kong,APAC,Operations,Lombard Lending,11676.382969909702,0,Over SLA,Process,Workflow,
E0007201,Data Quality Issue,Low,Open,2025-05-05,,,240.0,14,Zurich,EMEA,Operations,Execution-only,,1,Over SLA; Missing Mandatory Fields,Process,Workflow,
E0007206,Processing Error,High,Open,2025-05-05,,,240.0,14,Geneva,EMEA,Operations,Execution-only,,0,Over SLA; High/Critical Severity,System,Email Intake,
E0007216,High-Risk Transaction,High,Open,2025-05-05,,,240.0,10,London,EMEA,Front Office,Structured Products,64395.787856259885,0,Over SLA; High/Critical Severity,Manual,Email Intake,
E0007221,Overdue Task,Medium,Open,2025-05-05,2025-05-12,,240.0,7,New York,Americas,Client Onboarding,Advisory,,0,Over SLA; Overdue,Process,Email Intake,HNW
E0007226,Data Quality Issue,Medium,Open,2025-05-05,,,240.0,14,New York,Americas,Client Onboarding,Discretionary,,1,Over SLA; Missing Mandatory Fields,Manual,CRM,
E0007227,High-Risk Transaction,Critical,Open,2025-05-05,,,240.0,10,New York,Americas,Front Office,Execution-only,43016.53702768149,0,Over SLA; High/Critical Severity,Third-party,Core Banking,
E0007239,Processing Error,High,Open,2025-05-05,,,240.0,14,Singapore,APAC,Front Office,Execution-only,,0,Over SLA; High/Critical Severity,Process,Workflow,
E0007271,Reconciliation Break,Low,Open,2025-05-06,,,239.0,7,Geneva,EMEA,Operations,Execution-only,18260.45391598573,1,Over SLA; Missing Mandatory Fields,Process,CRM,
E0007272,High-Risk Transaction,Medium,Open,2025-05-06,,,239.0,10,Geneva,EMEA,Front Office,Structured Products,119759.63459569235,0,Over SLA,Policy/Guidance,CRM,
E0007279,High-Risk Transaction,Medium,Open,2025-05-06,,,239.0,10,London,EMEA,Front Office,Execution-only,440039.82029973704,0,Over SLA; High Amount >250k,Manual,Email Intake,
E0007282,Processing Error,Low,Open,2025-05-06,,,239.0,14,London,EMEA,Operations,Execution-only,,0,Over SLA,Process,Core Banking,
E0007287,High-Risk Transaction,Low,Open,2025-05-06,,,239.0,10,London,EMEA,Operations,Lombard Lending,46975.964421796285,0,Over SLA,Data,Monitoring Tool,
E0007300,KYC Review Overdue,Medium,Open,2025-05-06,2025-06-05,,239.0,30,New York,Americas,Compliance & Controls,Execution-only,,0,Over SLA; Overdue,Manual,Workflow,Affluent
E0007308,Processing Error,High,Open,2025-05-06,,,239.0,14,Singapore,APAC,Operations,Execution-only,20886.60279070347,0,Over SLA; High/Critical Severity,Process,Core Banking,
E0007318,Processing Error,Medium,Open,2025-05-06,,,239.0,14,Hong Kong,APAC,Front Office,Execution-only,,0,Over SLA,System,Core Banking,
E0007332,Incident,High,Open,2025-05-07,,,238.0,30,London,EMEA,Front Office,Advisory,,0,Over SLA; High/Critical Severity,Manual,Email Intake,
E0007336,Overdue Task,Low,Open,2025-05-07,2025-05-14,,238.0,7,London,EMEA,Front Office,Discretionary,,0,Over SLA; Overdue,Process,Workflow,HNW
E0007349,Reconciliation Break,High,Open,2025-05-07,,,238.0,7,New York,Americas,Operations,Discretionary,49496.806997908774,0,Over SLA; High/Critical Severity,Process,Workflow,
E0007359,High-Risk Transaction,Medium,Open,2025-05-07,,,238.0,10,Singapore,APAC,Front Office,Discretionary,274108.80926676415,1,Over SLA; High Amount >250k; Missing Mandatory Fields,System,Email Intake,
E0007363,Processing Error,Low,Open,2025-05-07,,,238.0,14,Singapore,APAC,Operations,Execution-only,,0,Over SLA,Data,Workflow,
E0007397,Data Quality Issue,Low,Open,2025-05-08,,,237.0,14,Zurich,EMEA,Front Office,Structured Products,,0,Over SLA,Policy/Guidance,CRM,
E0007417,Processing Error,Low,Open,2025-05-08,,,237.0,14,London,EMEA,Operations,Execution-only,,0,Over SLA,Data,CRM,
E0007420,Data Quality Issue,High,Open,2025-05-08,,,237.0,14,New York,Americas,Operations,Advisory,29998.426909987407,1,Over SLA; High/Critical Severity; Missing Mandatory Fields,Data,Core Banking,
E0007439,Processing Error,Low,Open,2025-05-08,,,237.0,14,Hong Kong,APAC,Operations,Discretionary,,0,Over SLA,Process,Core Banking,
E0007448,Processing Error,High,Open,2025-05-09,,,236.0,14,Zurich,EMEA,Operations,Discretionary,12054.785929990905,0,Over SLA; High/Critical Severity,System,Workflow,
E0007461,Processing Error,High,Open,2025-05-09,,,236.0,14,Geneva,EMEA,Operations,Advisory,,0,Over SLA; High/Critical Severity,Manual,CRM,
E0007464,Reconciliation Break,Medium,Open,2025-05-09,,,236.0,7,Geneva,EMEA,Operations,Discretionary,112092.44392365271,0,Over SLA,System,Email Intake,
E0007466,High-Risk Transaction,Medium,Open,2025-05-09,,,236.0,10,Geneva,EMEA,Operations,Execution-only,240746.61656134395,0,Over SLA,Manual,CRM,
E0007467,Data Quality Issue,Low,Open,2025-05-09,,,236.0,14,Geneva,EMEA,Client Onboarding,Execution-only,,0,Over SLA,Manual,Email Intake,
E0007475,Processing Error,High,Open,2025-05-09,,,236.0,14,London,EMEA,Operations,Execution-only,,0,Over SLA; High/Critical Severity,Manual,Core Banking,
E0007490,Processing Error,Medium,Open,2025-05-09,,,236.0,14,New York,Americas,Operations,Structured Products,,0,Over SLA,System,Workflow,
E0007491,Overdue Task,Low,Open,2025-05-09,2025-05-16,,236.0,7,Singapore,APAC,Front Office,Execution-only,,0,Over SLA; Overdue,Manual,CRM,UHNW
E0007494,High-Risk Transaction,Medium,Open,2025-05-09,,,236.0,10,Singapore,APAC,Front Office,Lombard Lending,91981.43354151744,0,Over SLA,Policy/Guidance,Core Banking,
E0007500,Processing Error,Medium,Open,2025-05-09,,,236.0,14,Hong Kong,APAC,Operations,Discretionary,,0,Over SLA,Data,Monitoring Tool,
E0007502,Reconciliation Break,Low,Open,2025-05-09,,,236.0,7,Hong Kong,APAC,Operations,Execution-only,81436.31001361053,0,Over SLA,System,Workflow,
E0007536,Overdue Task,Low,Open,2025-05-10,2025-05-17,,235.0,7,Hong Kong,APAC,Front Office,Lombard Lending,,0,Over SLA; Overdue,Policy/Guidance,Email Intake,HNW
E0007552,Processing Error,Low,Open,2025-05-11,,,234.0,14,Geneva,EMEA,Operations,Discretionary,,0,Over SLA,Policy/Guidance,CRM,
E0007556,Overdue Task,Low,Open,2025-05-11,2025-05-18,,234.0,7,Geneva,EMEA,Front Office,Execution-only,,0,Over SLA; Overdue,Policy/Guidance,Email Intake,Affluent
E0007595,Processing Error,High,Open,2025-05-12,,,233.0,14,Zurich,EMEA,Operations,Advisory,,0,Over SLA; High/Critical Severity,Data,Core Banking,
E0007614,High-Risk Transaction,Medium,Open,2025-05-12,,,233.0,10,Geneva,EMEA,Front Office,Execution-only,37977.89330105919,0,Over SLA,Manual,Email Intake,
E0007621,Processing Error,High,Open,2025-05-12,,,233.0,14,Geneva,EMEA,Operations,Structured Products,,0,Over SLA; High/Critical Severity,Process,CRM,
E0007622,High-Risk Transaction,Low,Open,2025-05-12,,,233.0,10,London,EMEA,Front Office,Advisory,89047.58808931513,0,Over SLA,System,Monitoring Tool,
E0007627,Incident,Low,Open,2025-05-12,,,233.0,30,London,EMEA,Front Office,Discretionary,,0,Over SLA,Manual,Monitoring Tool,
E0007635,Processing Error,High,Open,2025-05-12,,,233.0,14,London,EMEA,Client Onboarding,Structured Products,6186.0461428019835,0,Over SLA; High/Critical Severity,Manual,Email Intake,
E0007640,Reconciliation Break,High,Open,2025-05-12,,,233.0,7,New York,Americas,Operations,Execution-only,68517.23252832484,0,Over SLA; High/Critical Severity,System,Monitoring Tool,
E0007655,KYC Review Overdue,Low,Open,2025-05-12,2025-06-11,,233.0,30,Hong Kong,APAC,Compliance & Controls,Advisory,,0,Over SLA; Overdue,Process,Workflow,Affluent
E0007657,Overdue Task,Low,Open,2025-05-12,2025-05-19,,233.0,7,Hong Kong,APAC,Front Office,Lombard Lending,,0,Over SLA; Overdue,Policy/Guidance,Core Banking,Affluent
E0007662,Data Quality Issue,Critical,Open,2025-05-13,,,232.0,14,Zurich,EMEA,Front Office,Lombard Lending,,1,Over SLA; High/Critical Severity; Missing Mandatory Fields,System,Email Intake,
E0007671,High-Risk Transaction,High,Open,2025-05-13,,,232.0,10,Geneva,EMEA,Front Office,Execution-only,53680.42245670898,0,Over SLA; High/Critical Severity,Third-party,Workflow,
E0007699,Limit Breach,High,Open,2025-05-13,,,232.0,10,Hong Kong,APAC,Front Office,Advisory,78744.90645614658,0,Over SLA; High/Critical Severity,System,Email Intake,
E0007707,High-Risk Transaction,Low,Open,2025-05-14,,,231.0,10,Zurich,EMEA,Front Office,Discretionary,24095.58654665842,0,Over SLA,System,Email Intake,
E0007708,Processing Error,Low,Open,2025-05-14,,,231.0,14,Zurich,EMEA,Operations,Discretionary,,0,Over SLA,Process,CRM,
E0007709,Processing Error,Low,Open,2025-05-14,,,231.0,14,Zurich,EMEA,Operations,Discretionary,,0,Over SLA,Process,Email Intake,
E0007713,Processing Error,Low,Open,2025-05-14,,,231.0,14,Zurich,EMEA,Operations,Execution-only,,0,Over SLA,Data,Email Intake,
E0007722,Incident,Low,Open,2025-05-14,,,231.0,30,Geneva,EMEA,Client Onboarding,Execution-only,,0,Over SLA,Manual,CRM,
E0007740,Complaint,Low,Open,2025-05-14,,,231.0,20,New York,Americas,Front Office,Discretionary,,0,Over SLA,Policy/Guidance,CRM,Affluent
E0007755,Overdue Task,Low,Open,2025-05-14,2025-05-21,,231.0,7,Hong Kong,APAC,Front Office,Advisory,,0,Over SLA; Overdue,Process,Core Banking,Affluent
E0007756,Processing Error,High,Open,2025-05-14,,,231.0,14,Hong Kong,APAC,Operations,Advisory,2205.1593793792863,0,Over SLA; High/Critical Severity,Process,Core Banking,
E0007757,Processing Error,High,Open,2025-05-14,,,231.0,14,Hong Kong,APAC,Front Office,Discretionary,,0,Over SLA; High/Critical Severity,Manual,CRM,
E0007772,High-Risk Transaction,Low,Open,2025-05-15,,,230.0,10,Zurich,EMEA,Front Office,Execution-only,36969.25886526716,0,Over SLA,Manual,Email Intake,
E0007774,Limit Breach,High,Open,2025-05-15,,,230.0,10,Zurich,EMEA,Front Office,Execution-only,13325.526578455721,0,Over SLA; High/Critical Severity,Process,CRM,
E0007778,Limit Breach,High,Open,2025-05-15,,,230.0,10,Zurich,EMEA,Front Office,Lombard Lending,124344.47239981334,0,Over SLA; High/Critical Severity,System,Workflow,
E0007780,High-Risk Transaction,Medium,Open,2025-05-15,,,230.0,10,Zurich,EMEA,Front Office,Structured Products,15483.956505259632,0,Over SLA,Process,Monitoring Tool,
E0007797,Reconciliation Break,High,Open,2025-05-15,,,230.0,7,London,EMEA,Operations,Advisory,19762.51074167535,0,Over SLA; High/Critical Severity,Process,Monitoring Tool,
E0007810,Limit Breach,Medium,Open,2025-05-15,,,230.0,10,London,EMEA,Operations,Execution-only,196105.92354384842,0,Over SLA,System,Monitoring Tool,
E0007815,Incident,Low,Open,2025-05-15,,,230.0,30,New York,Americas,Operations,Advisory,,0,Over SLA,Third-party,Core Banking,
E0007820,Reconciliation Break,Medium,Open,2025-05-15,,,230.0,7,New York,Americas,Operations,Discretionary,16857.829924974783,0,Over SLA,Data,Email Intake,
E0007822,Processing Error,High,Open,2025-05-15,,,230.0,14,New York,Americas,Front Office,Execution-only,4288.582456162428,0,Over SLA; High/Critical Severity,Policy/Guidance,Monitoring Tool,
E0007825,Processing Error,Low,Open,2025-05-15,,,230.0,14,New York,Americas,Client Onboarding,Execution-only,16920.961290114723,0,Over SLA,Manual,Core Banking,
E0007833,Processing Error,Critical,Open,2025-05-15,,,230.0,14,Singapore,APAC,Operations,Discretionary,10170.065800724955,0,Over SLA; High/Critical Severity,Policy/Guidance,Monitoring Tool,
E0007881,High-Risk Transaction,Medium,Open,2025-05-16,,,229.0,10,New York,Americas,Front Office,Execution-only,18575.761188780714,0,Over SLA,System,Workflow,
E0007883,Processing Error,Low,Open,2025-05-16,,,229.0,14,New York,Americas,Operations,Execution-only,,0,Over SLA,Manual,Monitoring Tool,
E0007907,Limit Breach,Medium,Open,2025-05-16,,,229.0,10,Hong Kong,APAC,Operations,Structured Products,168567.74026672464,0,Over SLA,Process,CRM,
E0007912,Processing Error,High,Open,2025-05-17,,,228.0,14,Zurich,EMEA,Operations,Execution-only,,0,Over SLA; High/Critical Severity,Manual,Email Intake,
E0007948,Reconciliation Break,High,Open,2025-05-17,,,228.0,7,Singapore,APAC,Operations,Discretionary,37080.829178023974,0,Over SLA; High/Critical Severity,Manual,CRM,
E0007954,Data Quality Issue,Medium,Open,2025-05-17,,,228.0,14,Singapore,APAC,Client Onboarding,Lombard Lending,,0,Over SLA,Manual,Monitoring Tool,
E0007962,High-Risk Transaction,High,Open,2025-05-18,,,227.0,10,Zurich,EMEA,Front Office,Lombard Lending,48051.228958442465,0,Over SLA; High/Critical Severity,System,Workflow,
E0007970,Incident,High,Open,2025-05-18,,,227.0,30,Geneva,EMEA,Operations,Lombard Lending,,0,Over SLA; High/Critical Severity,System,Core Banking,
E0007971,Limit Breach,Medium,Open,2025-05-18,,,227.0,10,Geneva,EMEA,Front Office,Structured Products,14616.921785917259,0,Over SLA,Data,CRM,
E0007972,Processing Error,Low,Open,2025-05-18,,,227.0,14,London,EMEA,Operations,Advisory,,0,Over SLA,System,Email Intake,
E0007974,High-Risk Transaction,Low,Open,2025-05-18,,,227.0,10,London,EMEA,Operations,Advisory,33299.62614670265,0,Over SLA,Manual,Core Banking,
E0007979,Reconciliation Break,High,Open,2025-05-18,,,227.0,7,New York,Americas,Operations,Discretionary,27179.782186015836,0,Over SLA; High/Critical Severity,System,Workflow,
E0007986,Processing Error,Low,Open,2025-05-18,,,227.0,14,Singapore,APAC,Operations,Advisory,,0,Over SLA,Policy/Guidance,Email Intake,
E0007988,Processing Error,High,Open,2025-05-18,,,227.0,14,Singapore,APAC,Operations,Discretionary,,0,Over SLA; High/Critical Severity,Manual,Core Banking,
E0007992,High-Risk Transaction,Low,Open,2025-05-18,,,227.0,10,Hong Kong,APAC,Front Office,Discretionary,151780.30692817605,0,Over SLA,Process,Workflow,
E0008000,Incident,Medium,Open,2025-05-19,,,226.0,30,Zurich,EMEA,Operations,Execution-only,,0,Over SLA,Third-party,CRM,
E0008005,Processing Error,High,Open,2025-05-19,,,226.0,14,Zurich,EMEA,Operations,Structured Products,,0,Over SLA; High/Critical Severity,Process,Email Intake,
E0008007,Processing Error,High,Open,2025-05-19,,,226.0,14,Geneva,EMEA,Operations,Discretionary,4752.333992930313,0,Over SLA; High/Critical Severity,System,Workflow,
E0008010,Processing Error,Low,Open,2025-05-19,,,226.0,14,Geneva,EMEA,Front Office,Execution-only,,0,Over SLA,Third-party,Core Banking,
E0008015,Processing Error,High,Open,2025-05-19,,,226.0,14,Geneva,EMEA,Client Onboarding,Execution-only,,0,Over SLA; High/Critical Severity,Manual,Monitoring Tool,
E0008019,Processing Error,Low,Open,2025-05-19,,,226.0,14,Geneva,EMEA,Operations,Lombard Lending,,0,Over SLA,Data,CRM,
E0008035,Processing Error,Low,Open,2025-05-19,,,226.0,14,London,EMEA,Operations,Execution-only,8121.767076813571,0,Over SLA,Policy/Guidance,CRM,
E0008040,Processing Error,Medium,Open,2025-05-19,,,226.0,14,London,EMEA,Operations,Structured Products,,1,Over SLA; Missing Mandatory Fields,System,Email Intake,
E0008060,Processing Error,Low,Open,2025-05-19,,,226.0,14,Singapore,APAC,Operations,Discretionary,20098.664435808052,0,Over SLA,Policy/Guidance,Email Intake,
E0008075,Reconciliation Break,High,Open,2025-05-20,,,225.0,7,Zurich,EMEA,Operations,Execution-only,79950.4892175943,0,Over SLA; High/Critical Severity,System,Monitoring Tool,
E0008077,Processing Error,Low,Open,2025-05-20,,,225.0,14,Zurich,EMEA,Operations,Structured Products,,0,Over SLA,Manual,Email Intake,
E0008089,High-Risk Transaction,Low,Open,2025-05-20,,,225.0,10,Geneva,EMEA,Front Office,Execution-only,36838.81876898121,0,Over SLA,Process,CRM,
E0008096,Reconciliation Break,Medium,Open,2025-05-20,,,225.0,7,London,EMEA,Operations,Advisory,65259.17498831408,0,Over SLA,System,Email Intake,
E0008112,High-Risk Transaction,Medium,Open,2025-05-20,,,225.0,10,London,EMEA,Front Office,Structured Products,91450.3536325567,0,Over SLA,System,Core Banking,
E0008114,Complaint,Low,Open,2025-05-20,,,225.0,20,London,EMEA,Front Office,Structured Products,,0,Over SLA,Policy/Guidance,CRM,HNW
E0008123,Processing Error,High,Open,2025-05-20,,,225.0,14,New York,Americas,Front Office,Execution-only,,0,Over SLA; High/Critical Severity,System,Workflow,
E0008142,KYC Review Overdue,Medium,Open,2025-05-20,2025-06-19,,225.0,30,Hong Kong,APAC,Operations,Advisory,,0,Over SLA; Overdue,System,Workflow,HNW
