YearMonth,Region,BookingLocation,Team,Product,RiskScore_0to100
2025-04,Americas,New York,Client Onboarding,Structured Products,15.454545454545451
2025-04,Americas,New York,Compliance & Controls,Advisory,19.545454545454543
2025-04,Americas,New York,Compliance & Controls,Discretionary,37.72727272727272
2025-04,Americas,New York,Compliance & Controls,Execution-only,20.909090909090907
2025-04,Americas,New York,Compliance & Controls,Lombard Lending,19.545454545454543
2025-04,Americas,New York,Compliance & Controls,Structured Products,11.818181818181818
2025-04,Americas,New York,Front Office,Advisory,42.727272727272734
2025-04,Americas,New York,Front Office,Discretionary,34.54545454545454
2025-04,Americas,New York,Front Office,Execution-only,31.363636363636367
2025-04,Americas,New York,Front Office,Lombard Lending,36.81818181818181
2025-04,Americas,New York,Front Office,Structured Products,22.727272727272727
2025-04,Americas,New York,Operations,Advisory,31.818181818181824
2025-04,Americas,New York,Operations,Discretionary,44.54545454545455
2025-04,Americas,New York,Operations,Execution-only,37.27272727272727
2025-04,Americas,New York,Operations,Lombard Lending,36.81818181818181
2025-04,Americas,New York,Operations,Structured Products,38.18181818181817
2025-04,EMEA,Geneva,Client Onboarding,Advisory,23.636363636363637
2025-04,EMEA,Geneva,Client Onboarding,Discretionary,15.0
2025-04,EMEA,Geneva,Client Onboarding,Execution-only,18.636363636363633
2025-04,EMEA,Geneva,Client Onboarding,Lombard Lending,30.909090909090907
2025-04,EMEA,Geneva,Client Onboarding,Structured Products,33.18181818181819
2025-04,EMEA,Geneva,Compliance & Controls,Advisory,0.0
2025-04,EMEA,Geneva,Compliance & Controls,Discretionary,16.36363636363636
2025-04,EMEA,Geneva,Compliance & Controls,Execution-only,21.363636363636363
2025-04,EMEA,Geneva,Compliance & Controls,Lombard Lending,25.90909090909091
2025-04,EMEA,Geneva,Compliance & Controls,Structured Products,0.0
2025-04,EMEA,Geneva,Front Office,Advisory,29.09090909090909
2025-04,EMEA,Geneva,Front Office,Discretionary,25.90909090909091
2025-04,EMEA,Geneva,Front Office,Execution-only,19.545454545454543
2025-04,EMEA,Geneva,Front Office,Lombard Lending,9.090909090909092
2025-04,EMEA,Geneva,Front Office,Structured Products,25.0
2025-04,EMEA,Geneva,Operations,Advisory,28.636363636363637
2025-04,EMEA,Geneva,Operations,Discretionary,22.727272727272727
2025-04,EMEA,Geneva,Operations,Execution-only,40.45454545454545
2025-04,EMEA,Geneva,Operations,Lombard Lending,26.36363636363636
2025-04,EMEA,Geneva,Operations,Structured Products,22.727272727272727
2025-04,EMEA,London,Client Onboarding,Advisory,17.27272727272727
2025-04,EMEA,London,Client Onboarding,Discretionary,11.363636363636363
2025-04,EMEA,London,Client Onboarding,Execution-only,46.818181818181806
2025-04,EMEA,London,Client Onboarding,Lombard Lending,31.363636363636367
2025-04,EMEA,London,Client Onboarding,Structured Products,30.0
2025-04,EMEA,London,Compliance & Controls,Advisory,23.18181818181818
2025-04,EMEA,London,Compliance & Controls,Discretionary,3.6363636363636362
2025-04,EMEA,London,Compliance & Controls,Execution-only,27.727272727272727
2025-04,EMEA,London,Compliance & Controls,Lombard Lending,29.09090909090909
2025-04,EMEA,London,Compliance & Controls,Structured Products,21.818181818181813
2025-04,EMEA,London,Front Office,Advisory,13.636363636363635
2025-04,EMEA,London,Front Office,Discretionary,30.0
2025-04,EMEA,London,Front Office,Execution-only,28.636363636363637
2025-04,EMEA,London,Front Office,Lombard Lending,19.545454545454543
2025-04,EMEA,London,Front Office,Structured Products,33.63636363636363
2025-04,EMEA,London,Operations,Advisory,34.090909090909086
2025-04,EMEA,London,Operations,Discretionary,35.45454545454545
2025-04,EMEA,London,Operations,Execution-only,48.18181818181818
2025-04,EMEA,London,Operations,Lombard Lending,35.90909090909091
2025-04,EMEA,London,Operations,Structured Products,33.18181818181818
2025-04,EMEA,Zurich,Client Onboarding,Advisory,19.545454545454543
2025-04,EMEA,Zurich,Client Onboarding,Discretionary,23.18181818181818
2025-04,EMEA,Zurich,Client Onboarding,Execution-only,21.363636363636363
2025-04,EMEA,Zurich,Client Onboarding,Lombard Lending,0.0
2025-04,EMEA,Zurich,Client Onboarding,Structured Products,8.636363636363635
2025-04,EMEA,Zurich,Compliance & Controls,Advisory,37.27272727272727
2025-04,EMEA,Zurich,Compliance & Controls,Discretionary,9.090909090909092
2025-04,EMEA,Zurich,Compliance & Controls,Execution-only,25.454545454545457
2025-04,EMEA,Zurich,Compliance & Controls,Lombard Lending,12.727272727272728
2025-04,EMEA,Zurich,Compliance & Controls,Structured Products,20.909090909090907
2025-04,EMEA,Zurich,Front Office,Advisory,12.272727272727273
2025-04,EMEA,Zurich,Front Office,Discretionary,27.727272727272727
2025-04,EMEA,Zurich,Front Office,Execution-only,30.454545454545457
2025-04,EMEA,Zurich,Front Office,Lombard Lending,20.454545454545453
2025-04,EMEA,Zurich,Front Office,Structured Products,24.545454545454547
2025-04,EMEA,Zurich,Operations,Advisory,52.27272727272728
2025-04,EMEA,Zurich,Operations,Discretionary,37.27272727272727
2025-04,EMEA,Zurich,Operations,Execution-only,38.63636363636363
2025-04,EMEA,Zurich,Operations,Lombard Lending,32.72727272727272
2025-04,EMEA,Zurich,Operations,Structured Products,35.0
2025-05,APAC,Hong Kong,Client Onboarding,Advisory,18.181818181818183
2025-05,APAC,Hong Kong,Client Onboarding,Discretionary,28.181818181818187
2025-05,APAC,Hong Kong,Client Onboarding,Execution-only,25.90909090909091
2025-05,APAC,Hong Kong,Client Onboarding,Lombard Lending,10.0
2025-05,APAC,Hong Kong,Client Onboarding,Structured Products,27.272727272727277
2025-05,APAC,Hong Kong,Compliance & Controls,Advisory,12.272727272727273
2025-05,APAC,Hong Kong,Compliance & Controls,Discretionary,19.09090909090909
2025-05,APAC,Hong Kong,Compliance & Controls,Execution-only,21.818181818181813
2025-05,APAC,Hong Kong,Compliance & Controls,Lombard Lending,7.2727272727272725
2025-05,APAC,Hong Kong,Compliance & Controls,Structured Products,20.90909090909091
2025-05,APAC,Hong Kong,Front Office,Advisory,27.272727272727266
2025-05,APAC,Hong Kong,Front Office,Discretionary,24.09090909090909
2025-05,APAC,Hong Kong,Front Office,Execution-only,34.54545454545454
2025-05,APAC,Hong Kong,Front Office,Lombard Lending,27.272727272727277
2025-05,APAC,Hong Kong,Front Office,Structured Products,16.36363636363636
2025-05,APAC,Hong Kong,Operations,Advisory,41.81818181818182
2025-05,APAC,Hong Kong,Operations,Discretionary,46.363636363636374
2025-05,APAC,Hong Kong,Operations,Execution-only,38.18181818181819
2025-05,APAC,Hong Kong,Operations,Lombard Lending,33.63636363636363
2025-05,APAC,Hong Kong,Operations,Structured Products,28.636363636363637
2025-05,APAC,Singapore,Client Onboarding,Advisory,18.636363636363633
2025-05,APAC,Singapore,Client Onboarding,Discretionary,10.909090909090908
2025-05,APAC,Singapore,Client Onboarding,Execution-only,19.090909090909093
2025-05,APAC,Singapore,Client Onboarding,Lombard Lending,6.363636363636364
2025-05,APAC,Singapore,Client Onboarding,Structured Products,5.454545454545453
2025-05,APAC,Singapore,Compliance & Controls,Advisory,18.181818181818183
2025-05,APAC,Singapore,Compliance & Controls,Discretionary,19.09090909090909
2025-05,APAC,Singapore,Compliance & Controls,Execution-only,30.909090909090907
2025-05,APAC,Singapore,Compliance & Controls,Lombard Lending,12.727272727272728
2025-05,APAC,Singapore,Compliance & Controls,Structured Products,13.18181818181818
2025-05,APAC,Singapore,Front Office,Advisory,15.909090909090907
2025-05,APAC,Singapore,Front Office,Discretionary,33.63636363636363
2025-05,APAC,Singapore,Front Office,Execution-only,40.45454545454546
2025-05,APAC,Singapore,Front Office,Lombard Lending,41.36363636363636
2025-05,APAC,Singapore,Front Office,Structured Products,9.090909090909092
2025-05,APAC,Singapore,Operations,Advisory,33.18181818181819
2025-05,APAC,Singapore,Operations,Discretionary,36.36363636363637
2025-05,APAC,Singapore,Operations,Execution-only,40.454545454545446
2025-05,APAC,Singapore,Operations,Lombard Lending,33.18181818181817
2025-05,APAC,Singapore,Operations,Structured Products,39.09090909090908
2025-05,Americas,New York,Client Onboarding,Advisory,12.727272727272728
2025-05,Americas,New York,Client Onboarding,Discretionary,33.18181818181818
2025-05,Americas,New York,Client Onboarding,Execution-only,35.90909090909091
2025-05,Americas,New York,Client Onboarding,Lombard Lending,30.454545454545457
2025-05,Americas,New York,Client Onboarding,Structured Products,15.454545454545453
2025-05,Americas,New York,Compliance & Controls,Advisory,25.0
2025-05,Americas,New York,Compliance & Controls,Discretionary,18.181818181818183
2025-05,Americas,New York,Compliance & Controls,Execution-only,38.63636363636363
2025-05,Americas,New York,Compliance & Controls,Lombard Lending,9.090909090909092
2025-05,Americas,New York,Compliance & Controls,Structured Products,12.727272727272728
2025-05,Americas,New York,Front Office,Advisory,14.545454545454545
2025-05,Americas,New York,Front Office,Discretionary,37.72727272727273
2025-05,Americas,New York,Front Office,Execution-only,37.72727272727272
2025-05,Americas,New York,Front Office,Lombard Lending,30.0
2025-05,Americas,New York,Front Office,Structured Products,30.0
2025-05,Americas,New York,Operations,Advisory,36.36363636363637
2025-05,Americas,New York,Operations,Discretionary,33.18181818181818
2025-05,Americas,New York,Operations,Execution-only,34.09090909090909
2025-05,Americas,New York,Operations,Lombard Lending,25.0
2025-05,Americas,New York,Operations,Structured Products,41.81818181818181
2025-05,EMEA,Geneva,Client Onboarding,Advisory,27.272727272727277
2025-05,EMEA,Geneva,Client Onboarding,Discretionary,10.0
2025-05,EMEA,Geneva,Client Onboarding,Execution-only,27.727272727272727
2025-05,EMEA,Geneva,Client Onboarding,Lombard Lending,16.36363636363636
2025-05,EMEA,Geneva,Client Onboarding,Structured Products,23.636363636363637
2025-05,EMEA,Geneva,Compliance & Controls,Advisory,11.818181818181818
2025-05,EMEA,Geneva,Compliance & Controls,Discretionary,15.454545454545453
2025-05,EMEA,Geneva,Compliance & Controls,Execution-only,23.636363636363637
2025-05,EMEA,Geneva,Compliance & Controls,Lombard Lending,6.363636363636364
2025-05,EMEA,Geneva,Compliance & Controls,Structured Products,6.363636363636364
2025-05,EMEA,Geneva,Front Office,Advisory,6.363636363636364
2025-05,EMEA,Geneva,Front Office,Discretionary,20.454545454545453
2025-05,EMEA,Geneva,Front Office,Execution-only,25.0
2025-05,EMEA,Geneva,Front Office,Lombard Lending,12.272727272727273
2025-05,EMEA,Geneva,Front Office,Structured Products,28.636363636363637
2025-05,EMEA,Geneva,Operations,Advisory,51.36363636363637
2025-05,EMEA,Geneva,Operations,Discretionary,22.727272727272723
2025-05,EMEA,Geneva,Operations,Execution-only,38.18181818181819
2025-05,EMEA,Geneva,Operations,Lombard Lending,33.18181818181819
2025-05,EMEA,Geneva,Operations,Structured Products,22.727272727272727
2025-05,EMEA,London,Client Onboarding,Advisory,20.0
2025-05,EMEA,London,Client Onboarding,Discretionary,22.727272727272727
2025-05,EMEA,London,Client Onboarding,Execution-only,30.909090909090903
2025-05,EMEA,London,Client Onboarding,Lombard Lending,18.181818181818183
2025-05,EMEA,London,Client Onboarding,Structured Products,16.36363636363636
2025-05,EMEA,London,Compliance & Controls,Advisory,30.909090909090907
2025-05,EMEA,London,Compliance & Controls,Discretionary,25.454545454545457
2025-05,EMEA,London,Compliance & Controls,Execution-only,25.90909090909091
2025-05,EMEA,London,Compliance & Controls,Lombard Lending,17.272727272727273
2025-05,EMEA,London,Compliance & Controls,Structured Products,19.999999999999996
2025-05,EMEA,London,Front Office,Advisory,25.454545454545457
2025-05,EMEA,London,Front Office,Discretionary,38.63636363636363
2025-05,EMEA,London,Front Office,Execution-only,40.45454545454546
2025-05,EMEA,London,Front Office,Lombard Lending,6.818181818181819
2025-05,EMEA,London,Front Office,Structured Products,32.27272727272728
2025-05,EMEA,London,Operations,Advisory,31.36363636363636
2025-05,EMEA,London,Operations,Discretionary,36.36363636363637
2025-05,EMEA,London,Operations,Execution-only,33.18181818181819
2025-05,EMEA,London,Operations,Lombard Lending,40.45454545454546
2025-05,EMEA,London,Operations,Structured Products,47.27272727272727
2025-05,EMEA,Zurich,Client Onboarding,Advisory,6.818181818181819
2025-05,EMEA,Zurich,Client Onboarding,Discretionary,32.72727272727272
2025-05,EMEA,Zurich,Client Onboarding,Execution-only,19.545454545454547
2025-05,EMEA,Zurich,Client Onboarding,Lombard Lending,14.545454545454545
2025-05,EMEA,Zurich,Client Onboarding,Structured Products,10.454545454545453
2025-05,EMEA,Zurich,Compliance & Controls,Advisory,20.0
2025-05,EMEA,Zurich,Compliance & Controls,Discretionary,20.909090909090907
2025-05,EMEA,Zurich,Compliance & Controls,Execution-only,16.818181818181817
2025-05,EMEA,Zurich,Compliance & Controls,Lombard Lending,9.090909090909092
2025-05,EMEA,Zurich,Compliance & Controls,Structured Products,20.909090909090907
2025-05,EMEA,Zurich,Front Office,Advisory,22.272727272727273
2025-05,EMEA,Zurich,Front Office,Discretionary,13.181818181818183
2025-05,EMEA,Zurich,Front Office,Execution-only,23.18181818181818
2025-05,EMEA,Zurich,Front Office,Lombard Lending,25.90909090909091
2025-05,EMEA,Zurich,Front Office,Structured Products,23.18181818181818
2025-05,EMEA,Zurich,Operations,Advisory,32.727272727272734
2025-05,EMEA,Zurich,Operations,Discretionary,23.18181818181818
2025-05,EMEA,Zurich,Operations,Execution-only,46.36363636363636
2025-05,EMEA,Zurich,Operations,Lombard Lending,35.9090909090909
2025-05,EMEA,Zurich,Operations,Structured Products,38.63636363636363
2025-06,APAC,Hong Kong,Client Onboarding,Advisory,20.454545454545453
2025-06,APAC,Hong Kong,Client Onboarding,Discretionary,16.36363636363636
2025-06,APAC,Hong Kong,Client Onboarding,Execution-only,40.9090909090909
2025-06,APAC,Hong Kong,Client Onboarding,Lombard Lending,10.909090909090908
2025-06,APAC,Hong Kong,Client Onboarding,Structured Products,5.454545454545453
2025-06,APAC,Hong Kong,Compliance & Controls,Advisory,14.545454545454545
2025-06,APAC,Hong Kong,Compliance & Controls,Discretionary,17.27272727272727
2025-06,APAC,Hong Kong,Compliance & Controls,Execution-only,34.090909090909086
2025-06,APAC,Hong Kong,Compliance & Controls,Lombard Lending,7.2727272727272725
2025-06,APAC,Hong Kong,Compliance & Controls,Structured Products,31.818181818181817
2025-06,APAC,Hong Kong,Front Office,Advisory,22.272727272727273
2025-06,APAC,Hong Kong,Front Office,Discretionary,8.18181818181818
2025-06,APAC,Hong Kong,Front Office,Execution-only,35.90909090909091
2025-06,APAC,Hong Kong,Front Office,Lombard Lending,24.545454545454547
2025-06,APAC,Hong Kong,Front Office,Structured Products,10.909090909090907
2025-06,APAC,Hong Kong,Operations,Advisory,50.45454545454545
2025-06,APAC,Hong Kong,Operations,Discretionary,41.81818181818182
2025-06,APAC,Hong Kong,Operations,Execution-only,38.18181818181819
2025-06,APAC,Hong Kong,Operations,Lombard Lending,30.45454545454545
2025-06,APAC,Hong Kong,Operations,Structured Products,31.818181818181817
2025-06,APAC,Singapore,Client Onboarding,Advisory,13.636363636363635
2025-06,APAC,Singapore,Client Onboarding,Discretionary,33.18181818181819
2025-06,APAC,Singapore,Client Onboarding,Execution-only,17.727272727272727
2025-06,APAC,Singapore,Client Onboarding,Lombard Lending,3.6363636363636362
2025-06,APAC,Singapore,Client Onboarding,Structured Products,6.363636363636364
2025-06,APAC,Singapore,Compliance & Controls,Advisory,18.636363636363637
2025-06,APAC,Singapore,Compliance & Controls,Discretionary,17.27272727272727
2025-06,APAC,Singapore,Compliance & Controls,Execution-only,32.72727272727272
2025-06,APAC,Singapore,Compliance & Controls,Lombard Lending,32.72727272727272
2025-06,APAC,Singapore,Compliance & Controls,Structured Products,0.0
2025-06,APAC,Singapore,Front Office,Advisory,30.0
2025-06,APAC,Singapore,Front Office,Discretionary,25.0
2025-06,APAC,Singapore,Front Office,Execution-only,29.09090909090909
2025-06,APAC,Singapore,Front Office,Lombard Lending,33.18181818181818
2025-06,APAC,Singapore,Front Office,Structured Products,11.818181818181818
2025-06,APAC,Singapore,Operations,Advisory,25.909090909090903
2025-06,APAC,Singapore,Operations,Discretionary,27.27272727272727
2025-06,APAC,Singapore,Operations,Execution-only,52.27272727272727
2025-06,APAC,Singapore,Operations,Lombard Lending,29.090909090909093
2025-06,APAC,Singapore,Operations,Structured Products,20.909090909090907
2025-06,Americas,New York,Client Onboarding,Advisory,30.909090909090907
2025-06,Americas,New York,Client Onboarding,Discretionary,24.545454545454547
2025-06,Americas,New York,Client Onboarding,Execution-only,23.636363636363637
2025-06,Americas,New York,Client Onboarding,Lombard Lending,17.727272727272727
2025-06,Americas,New York,Client Onboarding,Structured Products,22.727272727272727
2025-06,Americas,New York,Compliance & Controls,Advisory,8.636363636363635
2025-06,Americas,New York,Compliance & Controls,Discretionary,12.727272727272728
2025-06,Americas,New York,Compliance & Controls,Execution-only,55.90909090909092
2025-06,Americas,New York,Compliance & Controls,Lombard Lending,7.2727272727272725
2025-06,Americas,New York,Compliance & Controls,Structured Products,6.363636363636364
2025-06,Americas,New York,Front Office,Advisory,35.0
2025-06,Americas,New York,Front Office,Discretionary,42.27272727272726
2025-06,Americas,New York,Front Office,Execution-only,22.272727272727273
2025-06,Americas,New York,Front Office,Lombard Lending,14.09090909090909
2025-06,Americas,New York,Front Office,Structured Products,28.636363636363637
2025-06,Americas,New York,Operations,Advisory,33.63636363636363
2025-06,Americas,New York,Operations,Discretionary,38.18181818181818
2025-06,Americas,New York,Operations,Execution-only,34.090909090909086
2025-06,Americas,New York,Operations,Lombard Lending,46.363636363636374
2025-06,Americas,New York,Operations,Structured Products,31.36363636363636
2025-06,EMEA,Geneva,Client Onboarding,Advisory,26.363636363636367
2025-06,EMEA,Geneva,Client Onboarding,Discretionary,18.636363636363637
2025-06,EMEA,Geneva,Client Onboarding,Execution-only,35.0
2025-06,EMEA,Geneva,Client Onboarding,Lombard Lending,12.727272727272728
2025-06,EMEA,Geneva,Client Onboarding,Structured Products,20.0
2025-06,EMEA,Geneva,Compliance & Controls,Advisory,33.18181818181819
2025-06,EMEA,Geneva,Compliance & Controls,Discretionary,3.6363636363636362
2025-06,EMEA,Geneva,Compliance & Controls,Execution-only,12.727272727272728
2025-06,EMEA,Geneva,Compliance & Controls,Lombard Lending,16.36363636363636
2025-06,EMEA,Geneva,Compliance & Controls,Structured Products,17.27272727272727
2025-06,EMEA,Geneva,Front Office,Advisory,21.818181818181817
2025-06,EMEA,Geneva,Front Office,Discretionary,21.818181818181813
2025-06,EMEA,Geneva,Front Office,Execution-only,30.909090909090914
2025-06,EMEA,Geneva,Front Office,Lombard Lending,22.272727272727273
2025-06,EMEA,Geneva,Front Office,Structured Products,17.27272727272727
2025-06,EMEA,Geneva,Operations,Advisory,41.36363636363637
2025-06,EMEA,Geneva,Operations,Discretionary,52.72727272727272
2025-06,EMEA,Geneva,Operations,Execution-only,57.72727272727273
2025-06,EMEA,Geneva,Operations,Lombard Lending,42.72727272727272
2025-06,EMEA,Geneva,Operations,Structured Products,32.72727272727272
2025-06,EMEA,London,Client Onboarding,Advisory,34.090909090909086
2025-06,EMEA,London,Client Onboarding,Discretionary,10.909090909090907
2025-06,EMEA,London,Client Onboarding,Execution-only,48.63636363636363
2025-06,EMEA,London,Client Onboarding,Lombard Lending,29.545454545454547
2025-06,EMEA,London,Client Onboarding,Structured Products,19.090909090909093
2025-06,EMEA,London,Compliance & Controls,Advisory,11.818181818181818
2025-06,EMEA,London,Compliance & Controls,Discretionary,2.7272727272727266
2025-06,EMEA,London,Compliance & Controls,Execution-only,48.63636363636363
2025-06,EMEA,London,Compliance & Controls,Lombard Lending,25.454545454545457
2025-06,EMEA,London,Compliance & Controls,Structured Products,7.2727272727272725
2025-06,EMEA,London,Front Office,Advisory,38.63636363636363
2025-06,EMEA,London,Front Office,Discretionary,40.9090909090909
2025-06,EMEA,London,Front Office,Execution-only,43.18181818181818
2025-06,EMEA,London,Front Office,Lombard Lending,31.818181818181817
2025-06,EMEA,London,Front Office,Structured Products,32.272727272727266
2025-06,EMEA,London,Operations,Advisory,58.63636363636364
2025-06,EMEA,London,Operations,Discretionary,28.181818181818187
2025-06,EMEA,London,Operations,Execution-only,60.45454545454544
2025-06,EMEA,London,Operations,Lombard Lending,51.36363636363637
2025-06,EMEA,London,Operations,Structured Products,28.18181818181818
2025-06,EMEA,Zurich,Client Onboarding,Advisory,18.181818181818183
2025-06,EMEA,Zurich,Client Onboarding,Discretionary,40.90909090909091
2025-06,EMEA,Zurich,Client Onboarding,Execution-only,29.09090909090909
2025-06,EMEA,Zurich,Client Onboarding,Lombard Lending,0.0
2025-06,EMEA,Zurich,Client Onboarding,Structured Products,14.09090909090909
2025-06,EMEA,Zurich,Compliance & Controls,Advisory,20.0
2025-06,EMEA,Zurich,Compliance & Controls,Discretionary,20.0
2025-06,EMEA,Zurich,Compliance & Controls,Execution-only,13.181818181818183
2025-06,EMEA,Zurich,Compliance & Controls,Lombard Lending,13.18181818181818
2025-06,EMEA,Zurich,Compliance & Controls,Structured Products,20.909090909090907
2025-06,EMEA,Zurich,Front Office,Advisory,13.636363636363635
2025-06,EMEA,Zurich,Front Office,Discretionary,24.09090909090909
2025-06,EMEA,Zurich,Front Office,Execution-only,33.18181818181819
2025-06,EMEA,Zurich,Front Office,Lombard Lending,20.0
2025-06,EMEA,Zurich,Front Office,Structured Products,14.09090909090909
2025-06,EMEA,Zurich,Operations,Advisory,35.0
2025-06,EMEA,Zurich,Operations,Discretionary,34.54545454545454
2025-06,EMEA,Zurich,Operations,Execution-only,46.36363636363636
2025-06,EMEA,Zurich,Operations,Lombard Lending,38.63636363636363
2025-06,EMEA,Zurich,Operations,Structured Products,37.72727272727273
2025-07,APAC,Hong Kong,Client Onboarding,Advisory,31.363636363636367
2025-07,APAC,Hong Kong,Client Onboarding,Discretionary,13.636363636363635
2025-07,APAC,Hong Kong,Client Onboarding,Execution-only,46.36363636363636
2025-07,APAC,Hong Kong,Client Onboarding,Lombard Lending,6.363636363636364
2025-07,APAC,Hong Kong,Client Onboarding,Structured Products,18.181818181818183
2025-07,APAC,Hong Kong,Compliance & Controls,Advisory,29.09090909090909
2025-07,APAC,Hong Kong,Compliance & Controls,Discretionary,23.18181818181818
2025-07,APAC,Hong Kong,Compliance & Controls,Execution-only,13.636363636363638
2025-07,APAC,Hong Kong,Compliance & Controls,Lombard Lending,0.0
2025-07,APAC,Hong Kong,Compliance & Controls,Structured Products,20.90909090909091
2025-07,APAC,Hong Kong,Front Office,Advisory,25.90909090909091
2025-07,APAC,Hong Kong,Front Office,Discretionary,26.81818181818182
2025-07,APAC,Hong Kong,Front Office,Execution-only,30.000000000000004
2025-07,APAC,Hong Kong,Front Office,Lombard Lending,17.727272727272727
2025-07,APAC,Hong Kong,Front Office,Structured Products,30.0
2025-07,APAC,Hong Kong,Operations,Advisory,48.63636363636363
2025-07,APAC,Hong Kong,Operations,Discretionary,33.18181818181818
2025-07,APAC,Hong Kong,Operations,Execution-only,54.545454545454554
2025-07,APAC,Hong Kong,Operations,Lombard Lending,50.0
2025-07,APAC,Hong Kong,Operations,Structured Products,33.18181818181818
2025-07,APAC,Singapore,Client Onboarding,Advisory,13.181818181818183
2025-07,APAC,Singapore,Client Onboarding,Discretionary,10.0
2025-07,APAC,Singapore,Client Onboarding,Execution-only,22.727272727272727
2025-07,APAC,Singapore,Client Onboarding,Lombard Lending,0.0
2025-07,APAC,Singapore,Client Onboarding,Structured Products,0.0
2025-07,APAC,Singapore,Compliance & Controls,Advisory,26.363636363636367
2025-07,APAC,Singapore,Compliance & Controls,Discretionary,23.636363636363637
2025-07,APAC,Singapore,Compliance & Controls,Execution-only,43.18181818181818
2025-07,APAC,Singapore,Compliance & Controls,Lombard Lending,0.0
2025-07,APAC,Singapore,Compliance & Controls,Structured Products,5.454545454545453
2025-07,APAC,Singapore,Front Office,Advisory,20.909090909090907
2025-07,APAC,Singapore,Front Office,Discretionary,22.727272727272727
2025-07,APAC,Singapore,Front Office,Execution-only,40.909090909090914
2025-07,APAC,Singapore,Front Office,Lombard Lending,34.09090909090909
2025-07,APAC,Singapore,Front Office,Structured Products,25.90909090909091
2025-07,APAC,Singapore,Operations,Advisory,30.454545454545457
2025-07,APAC,Singapore,Operations,Discretionary,47.72727272727273
2025-07,APAC,Singapore,Operations,Execution-only,49.54545454545454
2025-07,APAC,Singapore,Operations,Lombard Lending,42.727272727272734
2025-07,APAC,Singapore,Operations,Structured Products,43.18181818181817
2025-07,Americas,New York,Client Onboarding,Advisory,26.81818181818182
2025-07,Americas,New York,Client Onboarding,Discretionary,43.636363636363626
2025-07,Americas,New York,Client Onboarding,Execution-only,31.36363636363636
2025-07,Americas,New York,Client Onboarding,Lombard Lending,35.45454545454545
2025-07,Americas,New York,Client Onboarding,Structured Products,25.454545454545457
2025-07,Americas,New York,Compliance & Controls,Advisory,9.090909090909092
2025-07,Americas,New York,Compliance & Controls,Discretionary,8.18181818181818
2025-07,Americas,New York,Compliance & Controls,Execution-only,47.27272727272727
2025-07,Americas,New York,Compliance & Controls,Lombard Lending,29.09090909090909
2025-07,Americas,New York,Compliance & Controls,Structured Products,7.2727272727272725
2025-07,Americas,New York,Front Office,Advisory,37.72727272727273
2025-07,Americas,New York,Front Office,Discretionary,41.36363636363636
2025-07,Americas,New York,Front Office,Execution-only,42.72727272727272
2025-07,Americas,New York,Front Office,Lombard Lending,30.909090909090914
2025-07,Americas,New York,Front Office,Structured Products,27.272727272727277
2025-07,Americas,New York,Operations,Advisory,42.27272727272727
2025-07,Americas,New York,Operations,Discretionary,47.27272727272728
2025-07,Americas,New York,Operations,Execution-only,34.54545454545454
2025-07,Americas,New York,Operations,Lombard Lending,44.54545454545455
2025-07,Americas,New York,Operations,Structured Products,29.090909090909083
2025-07,EMEA,Geneva,Client Onboarding,Advisory,20.909090909090907
2025-07,EMEA,Geneva,Client Onboarding,Discretionary,21.363636363636363
2025-07,EMEA,Geneva,Client Onboarding,Execution-only,35.0
2025-07,EMEA,Geneva,Client Onboarding,Lombard Lending,10.454545454545453
2025-07,EMEA,Geneva,Client Onboarding,Structured Products,33.18181818181819
2025-07,EMEA,Geneva,Compliance & Controls,Advisory,12.272727272727273
2025-07,EMEA,Geneva,Compliance & Controls,Discretionary,20.909090909090907
2025-07,EMEA,Geneva,Compliance & Controls,Execution-only,25.454545454545457
2025-07,EMEA,Geneva,Compliance & Controls,Lombard Lending,0.0
2025-07,EMEA,Geneva,Compliance & Controls,Structured Products,35.90909090909091
2025-07,EMEA,Geneva,Front Office,Advisory,31.36363636363637
2025-07,EMEA,Geneva,Front Office,Discretionary,18.18181818181818
2025-07,EMEA,Geneva,Front Office,Execution-only,38.18181818181819
2025-07,EMEA,Geneva,Front Office,Lombard Lending,12.727272727272728
2025-07,EMEA,Geneva,Front Office,Structured Products,11.818181818181818
2025-07,EMEA,Geneva,Operations,Advisory,40.0
2025-07,EMEA,Geneva,Operations,Discretionary,38.63636363636363
2025-07,EMEA,Geneva,Operations,Execution-only,34.54545454545454
2025-07,EMEA,Geneva,Operations,Lombard Lending,50.0
2025-07,EMEA,Geneva,Operations,Structured Products,39.09090909090909
2025-07,EMEA,London,Client Onboarding,Advisory,30.000000000000004
2025-07,EMEA,London,Client Onboarding,Discretionary,10.909090909090907
2025-07,EMEA,London,Client Onboarding,Execution-only,45.454545454545446
2025-07,EMEA,London,Client Onboarding,Lombard Lending,30.454545454545457
2025-07,EMEA,London,Client Onboarding,Structured Products,34.09090909090909
2025-07,EMEA,London,Compliance & Controls,Advisory,19.090909090909093
2025-07,EMEA,London,Compliance & Controls,Discretionary,22.727272727272727
2025-07,EMEA,London,Compliance & Controls,Execution-only,16.363636363636363
2025-07,EMEA,London,Compliance & Controls,Lombard Lending,24.545454545454547
2025-07,EMEA,London,Compliance & Controls,Structured Products,0.0
2025-07,EMEA,London,Front Office,Advisory,26.363636363636367
