Date,BookingLocation,Region,Team,Product,TransactionsCount,ClientsCount,YearMonth
2025-02-19,Geneva,EMEA,Client Onboarding,Structured Products,78,5,2025-02
2025-02-19,Geneva,EMEA,Compliance & Controls,Structured Products,47,1,2025-02
2025-02-19,London,EMEA,Front Office,Advisory,973,42,2025-02
2025-02-19,London,EMEA,Operations,Advisory,793,21,2025-02
2025-02-19,London,EMEA,Client Onboarding,Advisory,230,7,2025-02
2025-02-19,London,EMEA,Compliance & Controls,Advisory,134,7,2025-02
2025-02-19,London,EMEA,Front Office,Discretionary,1074,41,2025-02
2025-02-19,London,EMEA,Operations,Discretionary,847,22,2025-02
2025-02-19,London,EMEA,Client Onboarding,Discretionary,256,9,2025-02
2025-02-19,London,EMEA,Compliance & Controls,Discretionary,161,6,2025-02
2025-02-19,London,EMEA,Front Office,Execution-only,1390,58,2025-02
2025-02-19,London,EMEA,Operations,Execution-only,1063,34,2025-02
2025-02-19,London,EMEA,Client Onboarding,Execution-only,351,7,2025-02
2025-02-19,London,EMEA,Compliance & Controls,Execution-only,195,8,2025-02
2025-02-19,London,EMEA,Front Office,Lombard Lending,593,28,2025-02
2025-02-19,London,EMEA,Operations,Lombard Lending,449,13,2025-02
2025-02-19,London,EMEA,Client Onboarding,Lombard Lending,154,4,2025-02
2025-02-19,London,EMEA,Compliance & Controls,Lombard Lending,79,5,2025-02
2025-02-19,London,EMEA,Front Office,Structured Products,407,17,2025-02
2025-02-19,London,EMEA,Operations,Structured Products,291,10,2025-02
2025-02-19,London,EMEA,Client Onboarding,Structured Products,121,2,2025-02
2025-02-19,London,EMEA,Compliance & Controls,Structured Products,73,2,2025-02
2025-02-19,New York,Americas,Front Office,Advisory,842,36,2025-02
2025-02-19,New York,Americas,Operations,Advisory,710,18,2025-02
2025-02-19,New York,Americas,Client Onboarding,Advisory,214,9,2025-02
2025-02-19,New York,Americas,Compliance & Controls,Advisory,134,4,2025-02
2025-02-19,New York,Americas,Front Office,Discretionary,954,44,2025-02
2025-02-19,New York,Americas,Operations,Discretionary,775,18,2025-02
2025-02-19,New York,Americas,Client Onboarding,Discretionary,257,7,2025-02
2025-02-19,New York,Americas,Compliance & Controls,Discretionary,121,6,2025-02
2025-02-19,New York,Americas,Front Office,Execution-only,1246,52,2025-02
2025-02-19,New York,Americas,Operations,Execution-only,952,26,2025-02
2025-02-19,New York,Americas,Client Onboarding,Execution-only,288,8,2025-02
2025-02-19,New York,Americas,Compliance & Controls,Execution-only,176,7,2025-02
2025-02-19,New York,Americas,Front Office,Lombard Lending,515,24,2025-02
2025-02-19,New York,Americas,Operations,Lombard Lending,411,13,2025-02
2025-02-19,New York,Americas,Client Onboarding,Lombard Lending,152,6,2025-02
2025-02-19,New York,Americas,Compliance & Controls,Lombard Lending,74,1,2025-02
2025-02-19,New York,Americas,Front Office,Structured Products,336,13,2025-02
2025-02-19,New York,Americas,Operations,Structured Products,281,3,2025-02
2025-02-19,New York,Americas,Client Onboarding,Structured Products,74,3,2025-02
2025-02-19,New York,Americas,Compliance & Controls,Structured Products,42,1,2025-02
2025-02-19,Singapore,APAC,Front Office,Advisory,694,26,2025-02
2025-02-19,Singapore,APAC,Operations,Advisory,564,20,2025-02
2025-02-19,Singapore,APAC,Client Onboarding,Advisory,186,6,2025-02
2025-02-19,Singapore,APAC,Compliance & Controls,Advisory,124,2,2025-02
2025-02-19,Singapore,APAC,Front Office,Discretionary,732,32,2025-02
2025-02-19,Singapore,APAC,Operations,Discretionary,618,14,2025-02
2025-02-19,Singapore,APAC,Client Onboarding,Discretionary,190,3,2025-02
2025-02-19,Singapore,APAC,Compliance & Controls,Discretionary,120,2,2025-02
2025-02-19,Singapore,APAC,Front Office,Execution-only,903,48,2025-02
2025-02-19,Singapore,APAC,Operations,Execution-only,792,19,2025-02
2025-02-19,Singapore,APAC,Client Onboarding,Execution-only,265,5,2025-02
2025-02-19,Singapore,APAC,Compliance & Controls,Execution-only,151,6,2025-02
2025-02-19,Singapore,APAC,Front Office,Lombard Lending,430,21,2025-02
2025-02-19,Singapore,APAC,Operations,Lombard Lending,328,13,2025-02
2025-02-19,Singapore,APAC,Client Onboarding,Lombard Lending,102,3,2025-02
2025-02-19,Singapore,APAC,Compliance & Controls,Lombard Lending,50,2,2025-02
2025-02-19,Singapore,APAC,Front Office,Structured Products,277,13,2025-02
2025-02-19,Singapore,APAC,Operations,Structured Products,225,9,2025-02
2025-02-19,Singapore,APAC,Client Onboarding,Structured Products,82,2,2025-02
2025-02-19,Singapore,APAC,Compliance & Controls,Structured Products,47,3,2025-02
2025-02-19,Hong Kong,APAC,Front Office,Advisory,645,23,2025-02
2025-02-19,Hong Kong,APAC,Operations,Advisory,497,15,2025-02
2025-02-19,Hong Kong,APAC,Client Onboarding,Advisory,163,11,2025-02
2025-02-19,Hong Kong,APAC,Compliance & Controls,Advisory,106,5,2025-02
2025-02-19,Hong Kong,APAC,Front Office,Discretionary,713,29,2025-02
2025-02-19,Hong Kong,APAC,Operations,Discretionary,586,13,2025-02
2025-02-19,Hong Kong,APAC,Client Onboarding,Discretionary,182,8,2025-02
2025-02-19,Hong Kong,APAC,Compliance & Controls,Discretionary,85,3,2025-02
2025-02-19,Hong Kong,APAC,Front Office,Execution-only,925,41,2025-02
2025-02-19,Hong Kong,APAC,Operations,Execution-only,697,19,2025-02
2025-02-19,Hong Kong,APAC,Client Onboarding,Execution-only,234,9,2025-02
2025-02-19,Hong Kong,APAC,Compliance & Controls,Execution-only,124,2,2025-02
2025-02-19,Hong Kong,APAC,Front Office,Lombard Lending,397,15,2025-02
2025-02-19,Hong Kong,APAC,Operations,Lombard Lending,366,7,2025-02
2025-02-19,Hong Kong,APAC,Client Onboarding,Lombard Lending,92,1,2025-02
2025-02-19,Hong Kong,APAC,Compliance & Controls,Lombard Lending,65,1,2025-02
2025-02-19,Hong Kong,APAC,Front Office,Structured Products,259,9,2025-02
2025-02-19,Hong Kong,APAC,Operations,Structured Products,216,4,2025-02
2025-02-19,Hong Kong,APAC,Client Onboarding,Structured Products,69,2,2025-02
2025-02-19,Hong Kong,APAC,Compliance & Controls,Structured Products,47,1,2025-02
2025-02-20,Zurich,EMEA,Front Office,Advisory,1163,49,2025-02
2025-02-20,Zurich,EMEA,Operations,Advisory,932,35,2025-02
2025-02-20,Zurich,EMEA,Client Onboarding,Advisory,279,14,2025-02
2025-02-20,Zurich,EMEA,Compliance & Controls,Advisory,186,5,2025-02
2025-02-20,Zurich,EMEA,Front Office,Discretionary,1289,60,2025-02
2025-02-20,Zurich,EMEA,Operations,Discretionary,1003,32,2025-02
2025-02-20,Zurich,EMEA,Client Onboarding,Discretionary,347,12,2025-02
2025-02-20,Zurich,EMEA,Compliance & Controls,Discretionary,189,7,2025-02
2025-02-20,Zurich,EMEA,Front Office,Execution-only,1617,65,2025-02
2025-02-20,Zurich,EMEA,Operations,Execution-only,1325,34,2025-02
2025-02-20,Zurich,EMEA,Client Onboarding,Execution-only,427,17,2025-02
2025-02-20,Zurich,EMEA,Compliance & Controls,Execution-only,256,5,2025-02
2025-02-20,Zurich,EMEA,Front Office,Lombard Lending,744,27,2025-02
2025-02-20,Zurich,EMEA,Operations,Lombard Lending,554,13,2025-02
2025-02-20,Zurich,EMEA,Client Onboarding,Lombard Lending,178,3,2025-02
2025-02-20,Zurich,EMEA,Compliance & Controls,Lombard Lending,97,5,2025-02
2025-02-20,Zurich,EMEA,Front Office,Structured Products,458,14,2025-02
2025-02-20,Zurich,EMEA,Operations,Structured Products,349,10,2025-02
2025-02-20,Zurich,EMEA,Client Onboarding,Structured Products,123,2,2025-02
2025-02-20,Zurich,EMEA,Compliance & Controls,Structured Products,66,1,2025-02
2025-02-20,Geneva,EMEA,Front Office,Advisory,797,28,2025-02
2025-02-20,Geneva,EMEA,Operations,Advisory,600,14,2025-02
2025-02-20,Geneva,EMEA,Client Onboarding,Advisory,161,5,2025-02
2025-02-20,Geneva,EMEA,Compliance & Controls,Advisory,134,4,2025-02
2025-02-20,Geneva,EMEA,Front Office,Discretionary,864,29,2025-02
2025-02-20,Geneva,EMEA,Operations,Discretionary,650,23,2025-02
2025-02-20,Geneva,EMEA,Client Onboarding,Discretionary,205,8,2025-02
2025-02-20,Geneva,EMEA,Compliance & Controls,Discretionary,110,3,2025-02
2025-02-20,Geneva,EMEA,Front Office,Execution-only,1070,57,2025-02
2025-02-20,Geneva,EMEA,Operations,Execution-only,861,22,2025-02
2025-02-20,Geneva,EMEA,Client Onboarding,Execution-only,256,4,2025-02
2025-02-20,Geneva,EMEA,Compliance & Controls,Execution-only,166,8,2025-02
2025-02-20,Geneva,EMEA,Front Office,Lombard Lending,449,22,2025-02
2025-02-20,Geneva,EMEA,Operations,Lombard Lending,363,7,2025-02
2025-02-20,Geneva,EMEA,Client Onboarding,Lombard Lending,98,3,2025-02
2025-02-20,Geneva,EMEA,Compliance & Controls,Lombard Lending,75,2,2025-02
2025-02-20,Geneva,EMEA,Front Office,Structured Products,289,14,2025-02
2025-02-20,Geneva,EMEA,Operations,Structured Products,239,7,2025-02
2025-02-20,Geneva,EMEA,Client Onboarding,Structured Products,88,3,2025-02
2025-02-20,Geneva,EMEA,Compliance & Controls,Structured Products,37,4,2025-02
2025-02-20,London,EMEA,Front Office,Advisory,954,42,2025-02
2025-02-20,London,EMEA,Operations,Advisory,754,26,2025-02
2025-02-20,London,EMEA,Client Onboarding,Advisory,243,9,2025-02
2025-02-20,London,EMEA,Compliance & Controls,Advisory,151,4,2025-02
2025-02-20,London,EMEA,Front Office,Discretionary,1073,48,2025-02
2025-02-20,London,EMEA,Operations,Discretionary,800,19,2025-02
2025-02-20,London,EMEA,Client Onboarding,Discretionary,269,9,2025-02
2025-02-20,London,EMEA,Compliance & Controls,Discretionary,148,7,2025-02
2025-02-20,London,EMEA,Front Office,Execution-only,1316,55,2025-02
2025-02-20,London,EMEA,Operations,Execution-only,1113,25,2025-02
2025-02-20,London,EMEA,Client Onboarding,Execution-only,326,17,2025-02
2025-02-20,London,EMEA,Compliance & Controls,Execution-only,201,8,2025-02
2025-02-20,London,EMEA,Front Office,Lombard Lending,598,20,2025-02
2025-02-20,London,EMEA,Operations,Lombard Lending,513,15,2025-02
2025-02-20,London,EMEA,Client Onboarding,Lombard Lending,138,3,2025-02
2025-02-20,London,EMEA,Compliance & Controls,Lombard Lending,88,1,2025-02
2025-02-20,London,EMEA,Front Office,Structured Products,376,20,2025-02
2025-02-20,London,EMEA,Operations,Structured Products,324,17,2025-02
2025-02-20,London,EMEA,Client Onboarding,Structured Products,102,2,2025-02
2025-02-20,London,EMEA,Compliance & Controls,Structured Products,57,1,2025-02
2025-02-20,New York,Americas,Front Office,Advisory,836,24,2025-02
2025-02-20,New York,Americas,Operations,Advisory,680,25,2025-02
2025-02-20,New York,Americas,Client Onboarding,Advisory,220,10,2025-02
2025-02-20,New York,Americas,Compliance & Controls,Advisory,135,3,2025-02
2025-02-20,New York,Americas,Front Office,Discretionary,896,32,2025-02
2025-02-20,New York,Americas,Operations,Discretionary,756,36,2025-02
2025-02-20,New York,Americas,Client Onboarding,Discretionary,229,10,2025-02
2025-02-20,New York,Americas,Compliance & Controls,Discretionary,129,5,2025-02
2025-02-20,New York,Americas,Front Office,Execution-only,1176,63,2025-02
2025-02-20,New York,Americas,Operations,Execution-only,1006,25,2025-02
2025-02-20,New York,Americas,Client Onboarding,Execution-only,299,11,2025-02
2025-02-20,New York,Americas,Compliance & Controls,Execution-only,187,2,2025-02
2025-02-20,New York,Americas,Front Office,Lombard Lending,555,21,2025-02
2025-02-20,New York,Americas,Operations,Lombard Lending,438,11,2025-02
2025-02-20,New York,Americas,Client Onboarding,Lombard Lending,121,2,2025-02
2025-02-20,New York,Americas,Compliance & Controls,Lombard Lending,80,2,2025-02
2025-02-20,New York,Americas,Front Office,Structured Products,325,18,2025-02
2025-02-20,New York,Americas,Operations,Structured Products,267,7,2025-02
2025-02-20,New York,Americas,Client Onboarding,Structured Products,84,4,2025-02
2025-02-20,New York,Americas,Compliance & Controls,Structured Products,52,2,2025-02
2025-02-20,Singapore,APAC,Front Office,Advisory,720,37,2025-02
2025-02-20,Singapore,APAC,Operations,Advisory,513,11,2025-02
2025-02-20,Singapore,APAC,Client Onboarding,Advisory,144,1,2025-02
2025-02-20,Singapore,APAC,Compliance & Controls,Advisory,107,4,2025-02
2025-02-20,Singapore,APAC,Front Office,Discretionary,725,40,2025-02
2025-02-20,Singapore,APAC,Operations,Discretionary,603,22,2025-02
2025-02-20,Singapore,APAC,Client Onboarding,Discretionary,197,7,2025-02
2025-02-20,Singapore,APAC,Compliance & Controls,Discretionary,119,3,2025-02
2025-02-20,Singapore,APAC,Front Office,Execution-only,1016,37,2025-02
2025-02-20,Singapore,APAC,Operations,Execution-only,732,15,2025-02
2025-02-20,Singapore,APAC,Client Onboarding,Execution-only,253,7,2025-02
2025-02-20,Singapore,APAC,Compliance & Controls,Execution-only,149,8,2025-02
2025-02-20,Singapore,APAC,Front Office,Lombard Lending,387,21,2025-02
2025-02-20,Singapore,APAC,Operations,Lombard Lending,312,18,2025-02
2025-02-20,Singapore,APAC,Client Onboarding,Lombard Lending,98,8,2025-02
2025-02-20,Singapore,APAC,Compliance & Controls,Lombard Lending,70,2,2025-02
2025-02-20,Singapore,APAC,Front Office,Structured Products,281,18,2025-02
2025-02-20,Singapore,APAC,Operations,Structured Products,214,6,2025-02
2025-02-20,Singapore,APAC,Client Onboarding,Structured Products,76,4,2025-02
2025-02-20,Singapore,APAC,Compliance & Controls,Structured Products,38,3,2025-02
2025-02-20,Hong Kong,APAC,Front Office,Advisory,648,28,2025-02
2025-02-20,Hong Kong,APAC,Operations,Advisory,517,12,2025-02
2025-02-20,Hong Kong,APAC,Client Onboarding,Advisory,153,6,2025-02
2025-02-20,Hong Kong,APAC,Compliance & Controls,Advisory,110,4,2025-02
2025-02-20,Hong Kong,APAC,Front Office,Discretionary,679,25,2025-02
2025-02-20,Hong Kong,APAC,Operations,Discretionary,595,13,2025-02
2025-02-20,Hong Kong,APAC,Client Onboarding,Discretionary,166,11,2025-02
2025-02-20,Hong Kong,APAC,Compliance & Controls,Discretionary,109,5,2025-02
2025-02-20,Hong Kong,APAC,Front Office,Execution-only,923,29,2025-02
2025-02-20,Hong Kong,APAC,Operations,Execution-only,687,21,2025-02
2025-02-20,Hong Kong,APAC,Client Onboarding,Execution-only,206,5,2025-02
2025-02-20,Hong Kong,APAC,Compliance & Controls,Execution-only,134,5,2025-02
2025-02-20,Hong Kong,APAC,Front Office,Lombard Lending,430,15,2025-02
2025-02-20,Hong Kong,APAC,Operations,Lombard Lending,286,8,2025-02
2025-02-20,Hong Kong,APAC,Client Onboarding,Lombard Lending,104,7,2025-02
2025-02-20,Hong Kong,APAC,Compliance & Controls,Lombard Lending,72,1,2025-02
2025-02-20,Hong Kong,APAC,Front Office,Structured Products,262,14,2025-02
2025-02-20,Hong Kong,APAC,Operations,Structured Products,203,3,2025-02
2025-02-20,Hong Kong,APAC,Client Onboarding,Structured Products,47,7,2025-02
2025-02-20,Hong Kong,APAC,Compliance & Controls,Structured Products,38,2,2025-02
2025-02-21,Zurich,EMEA,Front Office,Advisory,1238,56,2025-02
2025-02-21,Zurich,EMEA,Operations,Advisory,938,26,2025-02
2025-02-21,Zurich,EMEA,Client Onboarding,Advisory,328,9,2025-02
2025-02-21,Zurich,EMEA,Compliance & Controls,Advisory,184,6,2025-02
2025-02-21,Zurich,EMEA,Front Office,Discretionary,1269,51,2025-02
2025-02-21,Zurich,EMEA,Operations,Discretionary,1005,25,2025-02
2025-02-21,Zurich,EMEA,Client Onboarding,Discretionary,324,16,2025-02
2025-02-21,Zurich,EMEA,Compliance & Controls,Discretionary,173,7,2025-02
2025-02-21,Zurich,EMEA,Front Office,Execution-only,1626,71,2025-02
2025-02-21,Zurich,EMEA,Operations,Execution-only,1282,37,2025-02
2025-02-21,Zurich,EMEA,Client Onboarding,Execution-only,439,16,2025-02
2025-02-21,Zurich,EMEA,Compliance & Controls,Execution-only,222,3,2025-02
2025-02-21,Zurich,EMEA,Front Office,Lombard Lending,687,42,2025-02
2025-02-21,Zurich,EMEA,Operations,Lombard Lending,563,16,2025-02
2025-02-21,Zurich,EMEA,Client Onboarding,Lombard Lending,174,5,2025-02
2025-02-21,Zurich,EMEA,Compliance & Controls,Lombard Lending,97,2,2025-02
2025-02-21,Zurich,EMEA,Front Office,Structured Products,458,15,2025-02
2025-02-21,Zurich,EMEA,Operations,Structured Products,378,11,2025-02
2025-02-21,Zurich,EMEA,Client Onboarding,Structured Products,113,3,2025-02
2025-02-21,Zurich,EMEA,Compliance & Controls,Structured Products,61,1,2025-02
2025-02-21,Geneva,EMEA,Front Office,Advisory,748,32,2025-02
2025-02-21,Geneva,EMEA,Operations,Advisory,602,16,2025-02
2025-02-21,Geneva,EMEA,Client Onboarding,Advisory,182,6,2025-02
2025-02-21,Geneva,EMEA,Compliance & Controls,Advisory,99,3,2025-02
2025-02-21,Geneva,EMEA,Front Office,Discretionary,845,32,2025-02
2025-02-21,Geneva,EMEA,Operations,Discretionary,694,21,2025-02
2025-02-21,Geneva,EMEA,Client Onboarding,Discretionary,234,10,2025-02
2025-02-21,Geneva,EMEA,Compliance & Controls,Discretionary,126,4,2025-02
2025-02-21,Geneva,EMEA,Front Office,Execution-only,1059,49,2025-02
2025-02-21,Geneva,EMEA,Operations,Execution-only,840,32,2025-02
2025-02-21,Geneva,EMEA,Client Onboarding,Execution-only,292,8,2025-02
2025-02-21,Geneva,EMEA,Compliance & Controls,Execution-only,142,4,2025-02
2025-02-21,Geneva,EMEA,Front Office,Lombard Lending,486,18,2025-02
2025-02-21,Geneva,EMEA,Operations,Lombard Lending,365,16,2025-02
2025-02-21,Geneva,EMEA,Client Onboarding,Lombard Lending,116,5,2025-02
2025-02-21,Geneva,EMEA,Compliance & Controls,Lombard Lending,69,1,2025-02
2025-02-21,Geneva,EMEA,Front Office,Structured Products,289,11,2025-02
2025-02-21,Geneva,EMEA,Operations,Structured Products,243,8,2025-02
2025-02-21,Geneva,EMEA,Client Onboarding,Structured Products,79,3,2025-02
2025-02-21,Geneva,EMEA,Compliance & Controls,Structured Products,39,1,2025-02
2025-02-21,London,EMEA,Front Office,Advisory,936,36,2025-02
2025-02-21,London,EMEA,Operations,Advisory,748,22,2025-02
2025-02-21,London,EMEA,Client Onboarding,Advisory,243,17,2025-02
2025-02-21,London,EMEA,Compliance & Controls,Advisory,126,5,2025-02
2025-02-21,London,EMEA,Front Office,Discretionary,1086,45,2025-02
2025-02-21,London,EMEA,Operations,Discretionary,819,25,2025-02
2025-02-21,London,EMEA,Client Onboarding,Discretionary,247,10,2025-02
2025-02-21,London,EMEA,Compliance & Controls,Discretionary,160,4,2025-02
2025-02-21,London,EMEA,Front Office,Execution-only,1387,51,2025-02
2025-02-21,London,EMEA,Operations,Execution-only,1085,37,2025-02
2025-02-21,London,EMEA,Client Onboarding,Execution-only,337,16,2025-02
2025-02-21,London,EMEA,Compliance & Controls,Execution-only,201,4,2025-02
2025-02-21,London,EMEA,Front Office,Lombard Lending,568,23,2025-02
2025-02-21,London,EMEA,Operations,Lombard Lending,469,14,2025-02
2025-02-21,London,EMEA,Client Onboarding,Lombard Lending,158,6,2025-02
2025-02-21,London,EMEA,Compliance & Controls,Lombard Lending,82,1,2025-02
2025-02-21,London,EMEA,Front Office,Structured Products,414,14,2025-02
2025-02-21,London,EMEA,Operations,Structured Products,317,8,2025-02
2025-02-21,London,EMEA,Client Onboarding,Structured Products,111,3,2025-02
2025-02-21,London,EMEA,Compliance & Controls,Structured Products,49,1,2025-02
2025-02-21,New York,Americas,Front Office,Advisory,847,34,2025-02
2025-02-21,New York,Americas,Operations,Advisory,689,22,2025-02
2025-02-21,New York,Americas,Client Onboarding,Advisory,205,8,2025-02
2025-02-21,New York,Americas,Compliance & Controls,Advisory,118,3,2025-02
2025-02-21,New York,Americas,Front Office,Discretionary,982,52,2025-02
2025-02-21,New York,Americas,Operations,Discretionary,740,24,2025-02
2025-02-21,New York,Americas,Client Onboarding,Discretionary,221,7,2025-02
2025-02-21,New York,Americas,Compliance & Controls,Discretionary,132,7,2025-02
2025-02-21,New York,Americas,Front Office,Execution-only,1234,47,2025-02
2025-02-21,New York,Americas,Operations,Execution-only,941,31,2025-02
2025-02-21,New York,Americas,Client Onboarding,Execution-only,271,12,2025-02
2025-02-21,New York,Americas,Compliance & Controls,Execution-only,154,5,2025-02
2025-02-21,New York,Americas,Front Office,Lombard Lending,482,19,2025-02
2025-02-21,New York,Americas,Operations,Lombard Lending,417,8,2025-02
2025-02-21,New York,Americas,Client Onboarding,Lombard Lending,126,1,2025-02
2025-02-21,New York,Americas,Compliance & Controls,Lombard Lending,88,1,2025-02
2025-02-21,New York,Americas,Front Office,Structured Products,337,8,2025-02
2025-02-21,New York,Americas,Operations,Structured Products,271,8,2025-02
2025-02-21,New York,Americas,Client Onboarding,Structured Products,94,2,2025-02
2025-02-21,New York,Americas,Compliance & Controls,Structured Products,41,5,2025-02
2025-02-21,Singapore,APAC,Front Office,Advisory,712,27,2025-02
2025-02-21,Singapore,APAC,Operations,Advisory,580,17,2025-02
2025-02-21,Singapore,APAC,Client Onboarding,Advisory,180,7,2025-02
2025-02-21,Singapore,APAC,Compliance & Controls,Advisory,111,3,2025-02
2025-02-21,Singapore,APAC,Front Office,Discretionary,749,38,2025-02
2025-02-21,Singapore,APAC,Operations,Discretionary,622,23,2025-02
2025-02-21,Singapore,APAC,Client Onboarding,Discretionary,199,7,2025-02
2025-02-21,Singapore,APAC,Compliance & Controls,Discretionary,106,4,2025-02
2025-02-21,Singapore,APAC,Front Office,Execution-only,896,38,2025-02
2025-02-21,Singapore,APAC,Operations,Execution-only,807,20,2025-02
2025-02-21,Singapore,APAC,Client Onboarding,Execution-only,248,5,2025-02
2025-02-21,Singapore,APAC,Compliance & Controls,Execution-only,126,1,2025-02
2025-02-21,Singapore,APAC,Front Office,Lombard Lending,428,17,2025-02
2025-02-21,Singapore,APAC,Operations,Lombard Lending,350,14,2025-02
2025-02-21,Singapore,APAC,Client Onboarding,Lombard Lending,88,4,2025-02
2025-02-21,Singapore,APAC,Compliance & Controls,Lombard Lending,65,3,2025-02
2025-02-21,Singapore,APAC,Front Office,Structured Products,258,15,2025-02
2025-02-21,Singapore,APAC,Operations,Structured Products,232,6,2025-02
2025-02-21,Singapore,APAC,Client Onboarding,Structured Products,74,2,2025-02
2025-02-21,Singapore,APAC,Compliance & Controls,Structured Products,48,1,2025-02
2025-02-21,Hong Kong,APAC,Front Office,Advisory,629,35,2025-02
2025-02-21,Hong Kong,APAC,Operations,Advisory,538,17,2025-02
2025-02-21,Hong Kong,APAC,Client Onboarding,Advisory,185,4,2025-02
2025-02-21,Hong Kong,APAC,Compliance & Controls,Advisory,103,3,2025-02
2025-02-21,Hong Kong,APAC,Front Office,Discretionary,737,30,2025-02
2025-02-21,Hong Kong,APAC,Operations,Discretionary,550,13,2025-02
2025-02-21,Hong Kong,APAC,Client Onboarding,Discretionary,174,6,2025-02
2025-02-21,Hong Kong,APAC,Compliance & Controls,Discretionary,107,3,2025-02
2025-02-21,Hong Kong,APAC,Front Office,Execution-only,872,36,2025-02
2025-02-21,Hong Kong,APAC,Operations,Execution-only,678,17,2025-02
2025-02-21,Hong Kong,APAC,Client Onboarding,Execution-only,225,10,2025-02
2025-02-21,Hong Kong,APAC,Compliance & Controls,Execution-only,132,1,2025-02
2025-02-21,Hong Kong,APAC,Front Office,Lombard Lending,374,18,2025-02
2025-02-21,Hong Kong,APAC,Operations,Lombard Lending,330,9,2025-02
2025-02-21,Hong Kong,APAC,Client Onboarding,Lombard Lending,95,7,2025-02
2025-02-21,Hong Kong,APAC,Compliance & Controls,Lombard Lending,56,5,2025-02
2025-02-21,Hong Kong,APAC,Front Office,Structured Products,277,10,2025-02
2025-02-21,Hong Kong,APAC,Operations,Structured Products,223,4,2025-02
2025-02-21,Hong Kong,APAC,Client Onboarding,Structured Products,54,2,2025-02
2025-02-21,Hong Kong,APAC,Compliance & Controls,Structured Products,36,4,2025-02
2025-02-22,Zurich,EMEA,Front Office,Advisory,899,62,2025-02
2025-02-22,Zurich,EMEA,Operations,Advisory,659,31,2025-02
2025-02-22,Zurich,EMEA,Client Onboarding,Advisory,200,13,2025-02
2025-02-22,Zurich,EMEA,Compliance & Controls,Advisory,96,7,2025-02
2025-02-22,Zurich,EMEA,Front Office,Discretionary,927,44,2025-02
2025-02-22,Zurich,EMEA,Operations,Discretionary,722,33,2025-02
2025-02-22,Zurich,EMEA,Client Onboarding,Discretionary,228,14,2025-02
2025-02-22,Zurich,EMEA,Compliance & Controls,Discretionary,140,7,2025-02
2025-02-22,Zurich,EMEA,Front Office,Execution-only,1208,79,2025-02
2025-02-22,Zurich,EMEA,Operations,Execution-only,922,33,2025-02
2025-02-22,Zurich,EMEA,Client Onboarding,Execution-only,316,12,2025-02
2025-02-22,Zurich,EMEA,Compliance & Controls,Execution-only,170,6,2025-02
2025-02-22,Zurich,EMEA,Front Office,Lombard Lending,481,27,2025-02
2025-02-22,Zurich,EMEA,Operations,Lombard Lending,348,20,2025-02
2025-02-22,Zurich,EMEA,Client Onboarding,Lombard Lending,118,5,2025-02
2025-02-22,Zurich,EMEA,Compliance & Controls,Lombard Lending,66,1,2025-02
2025-02-22,Zurich,EMEA,Front Office,Structured Products,366,18,2025-02
2025-02-22,Zurich,EMEA,Operations,Structured Products,247,12,2025-02
2025-02-22,Zurich,EMEA,Client Onboarding,Structured Products,92,3,2025-02
2025-02-22,Zurich,EMEA,Compliance & Controls,Structured Products,54,5,2025-02
2025-02-22,Geneva,EMEA,Front Office,Advisory,563,37,2025-02
2025-02-22,Geneva,EMEA,Operations,Advisory,429,9,2025-02
2025-02-22,Geneva,EMEA,Client Onboarding,Advisory,124,7,2025-02
2025-02-22,Geneva,EMEA,Compliance & Controls,Advisory,80,3,2025-02
2025-02-22,Geneva,EMEA,Front Office,Discretionary,573,34,2025-02
2025-02-22,Geneva,EMEA,Operations,Discretionary,432,17,2025-02
2025-02-22,Geneva,EMEA,Client Onboarding,Discretionary,155,14,2025-02
2025-02-22,Geneva,EMEA,Compliance & Controls,Discretionary,98,6,2025-02
2025-02-22,Geneva,EMEA,Front Office,Execution-only,737,44,2025-02
2025-02-22,Geneva,EMEA,Operations,Execution-only,579,23,2025-02
2025-02-22,Geneva,EMEA,Client Onboarding,Execution-only,163,7,2025-02
2025-02-22,Geneva,EMEA,Compliance & Controls,Execution-only,107,6,2025-02
2025-02-22,Geneva,EMEA,Front Office,Lombard Lending,338,21,2025-02
2025-02-22,Geneva,EMEA,Operations,Lombard Lending,241,10,2025-02
2025-02-22,Geneva,EMEA,Client Onboarding,Lombard Lending,84,3,2025-02
2025-02-22,Geneva,EMEA,Compliance & Controls,Lombard Lending,51,1,2025-02
2025-02-22,Geneva,EMEA,Front Office,Structured Products,222,9,2025-02
2025-02-22,Geneva,EMEA,Operations,Structured Products,173,6,2025-02
2025-02-22,Geneva,EMEA,Client Onboarding,Structured Products,58,2,2025-02
2025-02-22,Geneva,EMEA,Compliance & Controls,Structured Products,27,2,2025-02
2025-02-22,London,EMEA,Front Office,Advisory,664,46,2025-02
2025-02-22,London,EMEA,Operations,Advisory,521,23,2025-02
2025-02-22,London,EMEA,Client Onboarding,Advisory,189,10,2025-02
2025-02-22,London,EMEA,Compliance & Controls,Advisory,117,9,2025-02
2025-02-22,London,EMEA,Front Office,Discretionary,745,43,2025-02
2025-02-22,London,EMEA,Operations,Discretionary,569,23,2025-02
2025-02-22,London,EMEA,Client Onboarding,Discretionary,184,7,2025-02
2025-02-22,London,EMEA,Compliance & Controls,Discretionary,104,9,2025-02
