EventID,EventType,EventDate,CloseDate,Status,BookingLocation,Region,Team,Product,Severity,RootCause,AmountCHF,IsRepeat,MandatoryFieldsMissingCount,SLA_Days,DueDate,IsSubstantiated,ClientSegment,SourceSystem,YearMonth
E0005256,Reconciliation Break,2025-04-02,2025-04-14,Closed,New York,Americas,Operations,Structured Products,Low,Process,92446.13432321716,0,0,7,,,,Core Banking,2025-04
E0005257,Limit Breach,2025-04-02,2025-05-04,Closed,New York,Americas,Operations,Structured Products,High,Third-party,68156.79004119271,0,0,10,,,,Workflow,2025-04
E0005258,High-Risk Transaction,2025-04-02,,Open,Singapore,APAC,Front Office,Discretionary,Low,Process,49818.08121254843,0,0,10,,,,Core Banking,2025-04
E0005259,Processing Error,2025-04-02,2025-04-07,Closed,Singapore,APAC,Operations,Discretionary,Low,Third-party,,0,1,14,,,,Core Banking,2025-04
E0005260,High-Risk Transaction,2025-04-02,2025-04-14,Closed,Singapore,APAC,Front Office,Execution-only,Medium,Policy/Guidance,67281.14201032401,0,0,10,,,,Core Banking,2025-04
E0005261,Processing Error,2025-04-02,2025-04-11,Closed,Singapore,APAC,Operations,Execution-only,Medium,System,8151.514496628747,0,0,14,,,,Email Intake,2025-04
E0005262,Processing Error,2025-04-02,2025-04-08,Closed,Singapore,APAC,Operations,Lombard Lending,Medium,System,,0,0,14,,,,Workflow,2025-04
E0005263,Processing Error,2025-04-02,2025-04-04,Closed,Hong Kong,APAC,Front Office,Advisory,Low,System,,0,0,14,,,,Core Banking,2025-04
E0005264,Processing Error,2025-04-02,,Open,Hong Kong,APAC,Operations,Advisory,High,System,,0,0,14,,,,Workflow,2025-04
E0005265,Processing Error,2025-04-02,,Open,Hong Kong,APAC,Operations,Advisory,Medium,Manual,,0,0,14,,,,Core Banking,2025-04
E0005266,Processing Error,2025-04-02,2025-04-07,Closed,Hong Kong,APAC,Operations,Execution-only,Low,Third-party,19565.91244008924,0,0,14,,,,CRM,2025-04
E0005267,Data Quality Issue,2025-04-02,2025-04-07,Closed,Hong Kong,APAC,Operations,Execution-only,Medium,Manual,12417.336942503602,0,0,14,,,,Email Intake,2025-04
E0005268,Reconciliation Break,2025-04-02,2025-04-27,Closed,Hong Kong,APAC,Client Onboarding,Execution-only,High,System,26226.551216404536,0,0,7,,,,Workflow,2025-04
E0005269,High-Risk Transaction,2025-04-02,2025-05-02,Closed,Hong Kong,APAC,Front Office,Lombard Lending,High,Policy/Guidance,6810.255808112342,0,0,10,,,,Workflow,2025-04
E0005270,High-Risk Transaction,2025-04-03,2025-04-09,Closed,Zurich,EMEA,Front Office,Advisory,Low,Policy/Guidance,88021.75365628938,0,0,10,,,,Core Banking,2025-04
E0005271,Processing Error,2025-04-03,2025-04-11,Closed,Zurich,EMEA,Front Office,Discretionary,Medium,System,,0,0,14,,,,Core Banking,2025-04
E0005272,High-Risk Transaction,2025-04-03,2025-04-11,Closed,Zurich,EMEA,Front Office,Discretionary,Low,System,87337.60697940405,0,0,10,,,,Workflow,2025-04
E0005273,Reconciliation Break,2025-04-03,2025-04-06,Closed,Zurich,EMEA,Front Office,Discretionary,Low,Process,31584.430881328266,0,0,7,,,,CRM,2025-04
E0005274,Processing Error,2025-04-03,2025-04-07,Closed,Zurich,EMEA,Operations,Discretionary,Medium,System,,0,0,14,,,,Email Intake,2025-04
E0005275,Processing Error,2025-04-03,2025-04-07,Closed,Zurich,EMEA,Operations,Discretionary,Low,System,25861.381626951916,0,0,14,,,,Workflow,2025-04
E0005276,Processing Error,2025-04-03,2025-04-13,Closed,Zurich,EMEA,Operations,Discretionary,Medium,Process,,0,0,14,,,,CRM,2025-04
E0005277,High-Risk Transaction,2025-04-03,2025-04-30,Closed,Zurich,EMEA,Front Office,Execution-only,High,Manual,19686.350986700898,0,0,10,,,,Monitoring Tool,2025-04
E0005278,High-Risk Transaction,2025-04-03,2025-04-11,Closed,Zurich,EMEA,Front Office,Execution-only,Low,System,9071.487044566305,0,0,10,,,,Workflow,2025-04
E0005279,Overdue Task,2025-04-03,,Open,Zurich,EMEA,Front Office,Execution-only,Low,Process,,0,0,7,2025-04-10,,Affluent,Workflow,2025-04
E0005280,Processing Error,2025-04-03,2025-04-09,Closed,Zurich,EMEA,Operations,Execution-only,Low,System,,0,0,14,,,,CRM,2025-04
E0005281,Processing Error,2025-04-03,2025-04-13,Closed,Zurich,EMEA,Front Office,Lombard Lending,Medium,Process,,0,0,14,,,,Monitoring Tool,2025-04
E0005282,Incident,2025-04-03,2025-04-18,Closed,Zurich,EMEA,Operations,Structured Products,Medium,Data,,1,0,30,,,,Email Intake,2025-04
E0005283,Processing Error,2025-04-03,,Open,Zurich,EMEA,Operations,Structured Products,Low,Process,18160.747221599835,0,0,14,,,,Core Banking,2025-04
E0005284,Processing Error,2025-04-03,2025-04-18,Closed,Geneva,EMEA,Operations,Discretionary,High,System,,0,0,14,,,,CRM,2025-04
E0005285,Incident,2025-04-03,2025-04-16,Closed,Geneva,EMEA,Compliance & Controls,Discretionary,Medium,Manual,,0,0,30,,,,Monitoring Tool,2025-04
E0005286,Incident,2025-04-03,2025-04-11,Closed,Geneva,EMEA,Front Office,Execution-only,Low,Policy/Guidance,,0,0,30,,,,Monitoring Tool,2025-04
E0005287,Processing Error,2025-04-03,2025-04-07,Closed,Geneva,EMEA,Front Office,Execution-only,Low,System,,0,0,14,,,,Email Intake,2025-04
E0005288,High-Risk Transaction,2025-04-03,2025-04-13,Closed,Geneva,EMEA,Front Office,Execution-only,Low,System,26815.323573708152,0,0,10,,,,Monitoring Tool,2025-04
E0005289,High-Risk Transaction,2025-04-03,2025-04-29,Closed,Geneva,EMEA,Front Office,Execution-only,High,Process,38043.94953864755,0,0,10,,,,Email Intake,2025-04
E0005290,Processing Error,2025-04-03,2025-04-10,Closed,Geneva,EMEA,Operations,Execution-only,Low,Process,,0,0,14,,,,Core Banking,2025-04
E0005291,Reconciliation Break,2025-04-03,,Open,Geneva,EMEA,Front Office,Structured Products,Low,Policy/Guidance,45525.56683498506,0,0,7,,,,Workflow,2025-04
E0005292,Processing Error,2025-04-03,2025-04-03,Closed,Geneva,EMEA,Operations,Structured Products,Low,Process,,0,0,14,,,,Monitoring Tool,2025-04
E0005293,High-Risk Transaction,2025-04-03,2025-04-15,Closed,London,EMEA,Front Office,Discretionary,Low,Process,24721.858020728938,0,0,10,,,,Core Banking,2025-04
E0005294,High-Risk Transaction,2025-04-03,2025-04-15,Closed,London,EMEA,Front Office,Discretionary,Medium,Process,397515.6323623264,0,1,10,,,,CRM,2025-04
E0005295,High-Risk Transaction,2025-04-03,2025-04-20,Closed,London,EMEA,Front Office,Discretionary,Medium,System,384274.4266269661,0,0,10,,,,Monitoring Tool,2025-04
E0005296,Processing Error,2025-04-03,,Open,London,EMEA,Operations,Discretionary,Medium,Third-party,,0,0,14,,,,Email Intake,2025-04
E0005297,Processing Error,2025-04-03,2025-04-10,Closed,London,EMEA,Front Office,Execution-only,Medium,Third-party,,0,0,14,,,,Email Intake,2025-04
E0005298,High-Risk Transaction,2025-04-03,2025-04-07,Closed,London,EMEA,Front Office,Execution-only,Low,Manual,21940.662886393016,0,0,10,,,,Workflow,2025-04
E0005299,Processing Error,2025-04-03,2025-04-20,Closed,London,EMEA,Operations,Execution-only,High,Process,,0,0,14,,,,Workflow,2025-04
E0005300,Processing Error,2025-04-03,2025-04-16,Closed,London,EMEA,Operations,Execution-only,Medium,System,,0,0,14,,,,CRM,2025-04
E0005301,Processing Error,2025-04-03,2025-04-05,Closed,London,EMEA,Operations,Execution-only,Low,Process,,0,0,14,,,,Monitoring Tool,2025-04
E0005302,Incident,2025-04-03,2025-04-09,Closed,London,EMEA,Front Office,Structured Products,Low,Manual,,0,0,30,,,,Monitoring Tool,2025-04
E0005303,Reconciliation Break,2025-04-03,2025-04-12,Closed,New York,Americas,Front Office,Advisory,Low,System,20640.192578225284,0,0,7,,,,Monitoring Tool,2025-04
E0005304,KYC Review Overdue,2025-04-03,2025-04-13,Closed,New York,Americas,Compliance & Controls,Advisory,Medium,Process,,0,0,30,2025-05-03,,Affluent,Email Intake,2025-04
E0005305,Processing Error,2025-04-03,2025-04-03,Closed,New York,Americas,Front Office,Discretionary,Low,System,,0,0,14,,,,CRM,2025-04
E0005306,Processing Error,2025-04-03,2025-04-25,Closed,New York,Americas,Operations,Discretionary,High,System,4756.121345203622,0,0,14,,,,Workflow,2025-04
E0005307,Processing Error,2025-04-03,2025-04-05,Closed,New York,Americas,Operations,Discretionary,Low,System,,0,0,14,,,,Email Intake,2025-04
E0005308,Incident,2025-04-03,2025-04-10,Closed,New York,Americas,Compliance & Controls,Discretionary,Low,System,,0,0,30,,,,CRM,2025-04
E0005309,Data Quality Issue,2025-04-03,2025-04-04,Closed,New York,Americas,Compliance & Controls,Discretionary,Low,Policy/Guidance,,0,0,14,,,,Core Banking,2025-04
E0005310,Limit Breach,2025-04-03,2025-04-17,Closed,New York,Americas,Front Office,Execution-only,Medium,Process,106545.95379156775,0,0,10,,,,Email Intake,2025-04
E0005311,Overdue Task,2025-04-03,,Open,New York,Americas,Front Office,Execution-only,Medium,Manual,,0,0,7,2025-04-10,,UHNW,CRM,2025-04
E0005312,Processing Error,2025-04-03,2025-04-24,Closed,New York,Americas,Operations,Execution-only,High,Third-party,,0,0,14,,,,Email Intake,2025-04
E0005313,Reconciliation Break,2025-04-03,2025-04-09,Closed,New York,Americas,Operations,Execution-only,Low,Manual,65406.47431894527,0,0,7,,,,CRM,2025-04
E0005314,Incident,2025-04-03,2025-04-12,Closed,New York,Americas,Operations,Lombard Lending,Low,Manual,4531.450219780869,0,0,30,,,,CRM,2025-04
E0005315,Processing Error,2025-04-03,2025-04-03,Closed,New York,Americas,Operations,Lombard Lending,Low,Process,,0,0,14,,,,Core Banking,2025-04
E0005316,Reconciliation Break,2025-04-03,2025-04-17,Closed,Singapore,APAC,Operations,Advisory,Medium,System,26659.179654634445,0,0,7,,,,Workflow,2025-04
E0005317,Processing Error,2025-04-03,2025-04-09,Closed,Singapore,APAC,Operations,Discretionary,Medium,Process,,0,0,14,,,,Email Intake,2025-04
E0005318,Data Quality Issue,2025-04-03,,Open,Singapore,APAC,Client Onboarding,Discretionary,Low,System,52032.5962819251,0,0,14,,,,Email Intake,2025-04
E0005319,High-Risk Transaction,2025-04-03,2025-04-10,Closed,Singapore,APAC,Front Office,Execution-only,Low,Process,145058.7161833481,0,0,10,,,,Workflow,2025-04
E0005320,Processing Error,2025-04-03,2025-04-07,Closed,Singapore,APAC,Operations,Execution-only,Low,Manual,,0,0,14,,,,Email Intake,2025-04
E0005321,Data Quality Issue,2025-04-03,2025-04-09,Closed,Singapore,APAC,Client Onboarding,Execution-only,Low,Third-party,,0,2,14,,,,Monitoring Tool,2025-04
E0005322,Overdue Task,2025-04-03,2025-04-09,Closed,Singapore,APAC,Compliance & Controls,Execution-only,Low,Manual,,0,0,7,2025-04-10,,HNW,Workflow,2025-04
E0005323,High-Risk Transaction,2025-04-03,2025-04-04,Closed,Singapore,APAC,Operations,Lombard Lending,Low,System,274219.40295856015,0,0,10,,,,Monitoring Tool,2025-04
E0005324,Incident,2025-04-03,2025-04-03,Closed,Hong Kong,APAC,Operations,Advisory,Low,System,,0,0,30,,,,Monitoring Tool,2025-04
E0005325,Overdue Task,2025-04-03,,Open,Hong Kong,APAC,Client Onboarding,Advisory,High,Process,,0,0,7,2025-04-10,,Affluent,Workflow,2025-04
E0005326,Processing Error,2025-04-03,2025-04-22,Closed,Hong Kong,APAC,Operations,Discretionary,High,System,,0,0,14,,,,Email Intake,2025-04
E0005327,High-Risk Transaction,2025-04-03,2025-04-15,Closed,Hong Kong,APAC,Front Office,Execution-only,Medium,Manual,51339.7104762145,0,0,10,,,,Workflow,2025-04
E0005328,Incident,2025-04-03,2025-04-14,Closed,Hong Kong,APAC,Operations,Execution-only,Low,Policy/Guidance,,0,0,30,,,,CRM,2025-04
E0005329,Processing Error,2025-04-03,2025-04-09,Closed,Hong Kong,APAC,Operations,Execution-only,Low,System,,0,0,14,,,,Core Banking,2025-04
E0005330,Incident,2025-04-03,2025-04-09,Closed,Hong Kong,APAC,Client Onboarding,Lombard Lending,Low,System,,1,0,30,,,,CRM,2025-04
E0005331,Processing Error,2025-04-04,2025-04-16,Closed,Zurich,EMEA,Operations,Advisory,Medium,Policy/Guidance,,0,0,14,,,,Workflow,2025-04
E0005332,Processing Error,2025-04-04,2025-04-09,Closed,Zurich,EMEA,Client Onboarding,Advisory,Medium,Policy/Guidance,,0,0,14,,,,Core Banking,2025-04
E0005333,High-Risk Transaction,2025-04-04,,Open,Zurich,EMEA,Front Office,Discretionary,High,Process,106079.39337276627,0,0,10,,,,Core Banking,2025-04
E0005334,High-Risk Transaction,2025-04-04,,Open,Zurich,EMEA,Front Office,Discretionary,Medium,Process,51675.66258420248,0,0,10,,,,Core Banking,2025-04
E0005335,Reconciliation Break,2025-04-04,2025-04-14,Closed,Zurich,EMEA,Operations,Discretionary,Medium,System,24575.544948940522,0,0,7,,,,Monitoring Tool,2025-04
E0005336,High-Risk Transaction,2025-04-04,2025-04-27,Closed,Zurich,EMEA,Front Office,Execution-only,High,System,64302.22387698647,0,0,10,,,,Workflow,2025-04
E0005338,Processing Error,2025-04-04,2025-05-09,Closed,Zurich,EMEA,Operations,Execution-only,Critical,Process,,0,0,14,,,,Core Banking,2025-04
E0005339,Processing Error,2025-04-04,,Open,Zurich,EMEA,Front Office,Lombard Lending,High,Process,,0,0,14,,,,Email Intake,2025-04
E0005340,High-Risk Transaction,2025-04-04,2025-04-16,Closed,Zurich,EMEA,Front Office,Lombard Lending,Medium,System,55381.46960684345,0,0,10,,,,Email Intake,2025-04
E0005341,High-Risk Transaction,2025-04-04,2025-04-13,Closed,Zurich,EMEA,Front Office,Lombard Lending,Medium,Manual,20768.63533549629,0,0,10,,,,Workflow,2025-04
E0005342,Processing Error,2025-04-04,,Open,Geneva,EMEA,Operations,Advisory,Medium,Process,,0,0,14,,,,Core Banking,2025-04
E0005343,Processing Error,2025-04-04,2025-04-15,Closed,Geneva,EMEA,Operations,Advisory,Medium,System,48253.15474861399,0,0,14,,,,Monitoring Tool,2025-04
E0005344,Processing Error,2025-04-04,,Open,Geneva,EMEA,Client Onboarding,Advisory,Medium,Process,,0,0,14,,,,Email Intake,2025-04
E0005345,Incident,2025-04-04,2025-04-19,Closed,Geneva,EMEA,Front Office,Discretionary,Medium,Process,,0,0,30,,,,Email Intake,2025-04
E0005346,Processing Error,2025-04-04,2025-04-11,Closed,Geneva,EMEA,Operations,Discretionary,Low,Manual,,0,0,14,,,,CRM,2025-04
E0005347,High-Risk Transaction,2025-04-04,2025-05-01,Closed,Geneva,EMEA,Front Office,Execution-only,High,System,315089.5202652212,0,0,10,,,,Monitoring Tool,2025-04
E0005348,Limit Breach,2025-04-04,2025-05-03,Closed,Geneva,EMEA,Front Office,Execution-only,High,System,26381.89360732298,0,0,10,,,,Core Banking,2025-04
E0005349,Incident,2025-04-04,2025-04-15,Closed,Geneva,EMEA,Operations,Execution-only,Low,Process,,1,0,30,,,,CRM,2025-04
E0005350,Processing Error,2025-04-04,2025-04-19,Closed,Geneva,EMEA,Operations,Execution-only,High,Process,,0,0,14,,,,Email Intake,2025-04
E0005351,Processing Error,2025-04-04,2025-04-09,Closed,Geneva,EMEA,Operations,Execution-only,Low,Process,,0,0,14,,,,Monitoring Tool,2025-04
E0005352,Processing Error,2025-04-04,2025-04-13,Closed,Geneva,EMEA,Operations,Execution-only,Medium,Data,,0,1,14,,,,Core Banking,2025-04
E0005353,Limit Breach,2025-04-04,2025-04-11,Closed,Geneva,EMEA,Operations,Execution-only,Low,Policy/Guidance,26430.159912625128,0,0,10,,,,Workflow,2025-04
E0005354,Reconciliation Break,2025-04-04,2025-04-16,Closed,Geneva,EMEA,Operations,Lombard Lending,Medium,System,23404.20900608569,0,0,7,,,,Core Banking,2025-04
E0005355,Processing Error,2025-04-04,2025-04-06,Closed,Geneva,EMEA,Operations,Structured Products,Low,Third-party,,0,0,14,,,,Monitoring Tool,2025-04
E0005356,Data Quality Issue,2025-04-04,2025-04-09,Closed,Geneva,EMEA,Client Onboarding,Structured Products,Medium,Process,,0,0,14,,,,CRM,2025-04
E0005357,Incident,2025-04-04,,Open,London,EMEA,Front Office,Advisory,Low,Process,8680.217878400095,0,0,30,,,,Workflow,2025-04
E0005358,High-Risk Transaction,2025-04-04,2025-05-06,Closed,London,EMEA,Front Office,Advisory,High,System,323946.2280260929,0,0,10,,,,Workflow,2025-04
E0005359,Reconciliation Break,2025-04-04,2025-05-02,Closed,London,EMEA,Client Onboarding,Advisory,High,Third-party,14818.332192062684,0,1,7,,,,CRM,2025-04
E0005360,Data Quality Issue,2025-04-04,2025-04-12,Closed,London,EMEA,Client Onboarding,Advisory,Low,Manual,16578.87996907174,0,1,14,,,,Workflow,2025-04
E0005361,Data Quality Issue,2025-04-04,2025-04-04,Closed,London,EMEA,Client Onboarding,Advisory,Low,System,,0,0,14,,,,Email Intake,2025-04
E0005362,Processing Error,2025-04-04,,Open,London,EMEA,Front Office,Discretionary,Low,System,,0,0,14,,,,Monitoring Tool,2025-04
E0005363,Overdue Task,2025-04-04,,Open,London,EMEA,Front Office,Execution-only,High,System,,0,0,7,2025-04-11,,Affluent,Workflow,2025-04
E0005364,Overdue Task,2025-04-04,2025-04-17,Closed,London,EMEA,Front Office,Execution-only,Medium,Data,,0,0,7,2025-04-11,,HNW,CRM,2025-04
E0005365,Processing Error,2025-04-04,2025-04-09,Closed,London,EMEA,Operations,Execution-only,Medium,Manual,,0,0,14,,,,Email Intake,2025-04
E0005366,Limit Breach,2025-04-04,2025-04-10,Closed,London,EMEA,Front Office,Lombard Lending,Low,Process,86728.5212335732,0,0,10,,,,Workflow,2025-04
E0005367,Incident,2025-04-04,2025-04-11,Closed,London,EMEA,Operations,Lombard Lending,Low,Process,,0,0,30,,,,Core Banking,2025-04
E0005368,Processing Error,2025-04-04,2025-04-12,Closed,London,EMEA,Operations,Lombard Lending,Low,Manual,10826.39336862204,0,0,14,,,,Core Banking,2025-04
E0005369,Incident,2025-04-04,2025-05-08,Closed,London,EMEA,Client Onboarding,Lombard Lending,High,Manual,,0,0,30,,,,Email Intake,2025-04
E0005370,High-Risk Transaction,2025-04-04,2025-04-11,Closed,New York,Americas,Front Office,Advisory,Low,System,145633.5393454708,0,0,10,,,,Monitoring Tool,2025-04
E0005371,Data Quality Issue,2025-04-04,2025-04-07,Closed,New York,Americas,Front Office,Advisory,Low,System,,0,0,14,,,,Workflow,2025-04
E0005372,Processing Error,2025-04-04,,Open,New York,Americas,Client Onboarding,Discretionary,Low,Manual,,0,0,14,,,,Email Intake,2025-04
E0005373,Processing Error,2025-04-04,2025-04-13,Closed,New York,Americas,Client Onboarding,Discretionary,Medium,Manual,,0,0,14,,,,Workflow,2025-04
E0005374,Incident,2025-04-04,2025-05-07,Closed,New York,Americas,Compliance & Controls,Discretionary,High,Process,,0,1,30,,,,CRM,2025-04
E0005375,High-Risk Transaction,2025-04-04,2025-04-09,Closed,New York,Americas,Compliance & Controls,Discretionary,Low,System,162389.48674912233,0,0,10,,,,Email Intake,2025-04
E0005376,High-Risk Transaction,2025-04-04,2025-04-17,Closed,New York,Americas,Front Office,Execution-only,Medium,Process,125887.32397670437,0,0,10,,,,Workflow,2025-04
E0005377,High-Risk Transaction,2025-04-04,2025-04-29,Closed,New York,Americas,Front Office,Execution-only,High,Manual,57391.94648465813,0,0,10,,,,CRM,2025-04
E0005378,Limit Breach,2025-04-04,2025-04-16,Closed,New York,Americas,Front Office,Execution-only,Medium,System,68641.63068487437,0,0,10,,,,Core Banking,2025-04
E0005379,Incident,2025-04-04,2025-04-16,Closed,New York,Americas,Operations,Execution-only,Medium,Third-party,,0,0,30,,,,Core Banking,2025-04
E0005380,Processing Error,2025-04-04,2025-04-16,Closed,New York,Americas,Operations,Execution-only,Medium,Third-party,,0,0,14,,,,Core Banking,2025-04
E0005381,Processing Error,2025-04-04,2025-04-12,Closed,New York,Americas,Operations,Execution-only,Medium,Third-party,,0,1,14,,,,Email Intake,2025-04
E0005382,Data Quality Issue,2025-04-04,2025-04-14,Closed,New York,Americas,Client Onboarding,Execution-only,Medium,System,,0,0,14,,,,Email Intake,2025-04
E0005383,Complaint,2025-04-04,2025-04-28,Closed,New York,Americas,Client Onboarding,Execution-only,Medium,Policy/Guidance,,0,0,20,,1.0,Affluent,Email Intake,2025-04
E0005384,Incident,2025-04-04,2025-04-17,Closed,New York,Americas,Operations,Lombard Lending,Medium,Process,,0,0,30,,,,Email Intake,2025-04
E0005385,Processing Error,2025-04-04,2025-04-14,Closed,New York,Americas,Operations,Lombard Lending,Medium,Process,,0,0,14,,,,CRM,2025-04
E0005386,Incident,2025-04-04,2025-04-14,Closed,New York,Americas,Front Office,Structured Products,Low,Process,,0,0,30,,,,Core Banking,2025-04
E0005387,Processing Error,2025-04-04,2025-04-17,Closed,New York,Americas,Operations,Structured Products,Medium,System,,0,0,14,,,,Monitoring Tool,2025-04
E0005388,KYC Review Overdue,2025-04-04,2025-04-15,Closed,Singapore,APAC,Compliance & Controls,Advisory,Medium,Process,,0,1,30,2025-05-04,,Affluent,CRM,2025-04
E0005389,High-Risk Transaction,2025-04-04,2025-04-12,Closed,Singapore,APAC,Front Office,Discretionary,Low,Process,72355.09522074461,0,0,10,,,,Monitoring Tool,2025-04
E0005390,Data Quality Issue,2025-04-04,2025-04-16,Closed,Singapore,APAC,Front Office,Execution-only,Medium,System,7863.004313132922,0,0,14,,,,Core Banking,2025-04
E0005391,Processing Error,2025-04-04,2025-04-04,Closed,Singapore,APAC,Operations,Execution-only,Low,Policy/Guidance,,0,0,14,,,,Workflow,2025-04
E0005392,Processing Error,2025-04-04,2025-05-15,Closed,Singapore,APAC,Operations,Execution-only,Critical,System,84363.18914880067,0,0,14,,,,Email Intake,2025-04
E0005393,Processing Error,2025-04-04,2025-04-14,Closed,Singapore,APAC,Operations,Lombard Lending,Medium,Process,,0,0,14,,,,Workflow,2025-04
E0005394,Processing Error,2025-04-04,2025-04-06,Closed,Singapore,APAC,Operations,Structured Products,Low,Manual,,0,0,14,,,,Monitoring Tool,2025-04
E0005395,Incident,2025-04-04,2025-04-12,Closed,Hong Kong,APAC,Operations,Discretionary,Low,System,,0,0,30,,,,Email Intake,2025-04
E0005396,Complaint,2025-04-04,2025-04-18,Closed,Hong Kong,APAC,Compliance & Controls,Discretionary,Low,Data,,0,0,20,,1.0,Affluent,CRM,2025-04
E0005397,High-Risk Transaction,2025-04-04,2025-04-04,Closed,Hong Kong,APAC,Front Office,Execution-only,Low,Manual,35342.55466637433,0,0,10,,,,Core Banking,2025-04
E0005398,Data Quality Issue,2025-04-04,2025-04-16,Closed,Hong Kong,APAC,Front Office,Execution-only,Medium,System,,0,0,14,,,,Core Banking,2025-04
E0005399,Processing Error,2025-04-04,2025-04-04,Closed,Hong Kong,APAC,Operations,Execution-only,Low,Process,,0,0,14,,,,Monitoring Tool,2025-04
E0005400,Processing Error,2025-04-04,2025-04-22,Closed,Hong Kong,APAC,Operations,Lombard Lending,High,System,,0,0,14,,,,CRM,2025-04
E0005401,Data Quality Issue,2025-04-04,2025-04-12,Closed,Hong Kong,APAC,Operations,Lombard Lending,Medium,Process,,0,0,14,,,,Workflow,2025-04
E0005402,Data Quality Issue,2025-04-05,2025-04-05,Closed,Zurich,EMEA,Client Onboarding,Advisory,Low,System,27031.19170130236,0,0,14,,,,CRM,2025-04
E0005403,Reconciliation Break,2025-04-05,2025-04-27,Closed,Zurich,EMEA,Front Office,Discretionary,High,Manual,49403.96303014374,0,0,7,,,,CRM,2025-04
E0005404,Processing Error,2025-04-05,2025-04-25,Closed,Zurich,EMEA,Operations,Discretionary,High,Process,,0,0,14,,,,Core Banking,2025-04
E0005405,Processing Error,2025-04-05,2025-04-10,Closed,Zurich,EMEA,Front Office,Execution-only,Low,Policy/Guidance,,0,0,14,,,,Core Banking,2025-04
E0005406,High-Risk Transaction,2025-04-05,,Open,Zurich,EMEA,Front Office,Execution-only,Medium,System,53873.07761133609,0,0,10,,,,Email Intake,2025-04
E0005407,High-Risk Transaction,2025-04-05,2025-04-08,Closed,Zurich,EMEA,Front Office,Execution-only,Low,Process,46795.859521651466,0,0,10,,,,Core Banking,2025-04
E0005408,High-Risk Transaction,2025-04-05,2025-04-09,Closed,Zurich,EMEA,Front Office,Execution-only,Low,System,45140.16642452344,0,0,10,,,,Monitoring Tool,2025-04
E0005409,Incident,2025-04-05,2025-04-07,Closed,Zurich,EMEA,Operations,Execution-only,Low,Manual,,0,0,30,,,,CRM,2025-04
E0005410,Processing Error,2025-04-05,,Open,Zurich,EMEA,Operations,Execution-only,High,Policy/Guidance,,0,1,14,,,,Monitoring Tool,2025-04
E0005411,Incident,2025-04-05,2025-05-05,Closed,Geneva,EMEA,Front Office,Advisory,High,System,,0,0,30,,,,Email Intake,2025-04
E0005412,Incident,2025-04-05,,Open,Geneva,EMEA,Operations,Advisory,Medium,Policy/Guidance,,0,0,30,,,,Workflow,2025-04
E0005413,Processing Error,2025-04-05,2025-04-08,Closed,Geneva,EMEA,Operations,Execution-only,Low,System,,0,0,14,,,,Email Intake,2025-04
E0005414,Limit Breach,2025-04-05,2025-05-03,Closed,Geneva,EMEA,Front Office,Structured Products,High,Manual,41722.64203035122,0,0,10,,,,CRM,2025-04
E0005415,Processing Error,2025-04-05,2025-04-09,Closed,Geneva,EMEA,Operations,Structured Products,Low,Manual,,0,0,14,,,,CRM,2025-04
E0005416,Data Quality Issue,2025-04-05,2025-04-22,Closed,Geneva,EMEA,Client Onboarding,Structured Products,High,Process,,0,0,14,,,,Workflow,2025-04
E0005417,Processing Error,2025-04-05,2025-04-10,Closed,London,EMEA,Operations,Advisory,Medium,Process,3568.9696927415876,0,0,14,,,,CRM,2025-04
E0005418,Processing Error,2025-04-05,2025-04-05,Closed,London,EMEA,Operations,Advisory,Low,Manual,64702.47637779586,0,0,14,,,,Monitoring Tool,2025-04
E0005419,Data Quality Issue,2025-04-05,2025-04-13,Closed,London,EMEA,Client Onboarding,Advisory,Low,Manual,,0,0,14,,,,Workflow,2025-04
E0005420,High-Risk Transaction,2025-04-05,2025-04-28,Closed,London,EMEA,Front Office,Discretionary,High,System,119988.84496607707,0,0,10,,,,Email Intake,2025-04
E0005421,Incident,2025-04-05,2025-05-12,Closed,London,EMEA,Operations,Discretionary,High,Process,,0,0,30,,,,Core Banking,2025-04
E0005422,High-Risk Transaction,2025-04-05,2025-05-07,Closed,London,EMEA,Front Office,Execution-only,High,Manual,14061.901559875852,0,0,10,,,,CRM,2025-04
E0005423,KYC Review Overdue,2025-04-05,2025-04-14,Closed,London,EMEA,Front Office,Execution-only,Medium,Manual,,0,0,30,2025-05-05,,Affluent,Workflow,2025-04
E0005424,Processing Error,2025-04-05,2025-04-28,Closed,London,EMEA,Operations,Execution-only,High,Process,,0,0,14,,,,Workflow,2025-04
E0005425,High-Risk Transaction,2025-04-05,2025-04-20,Closed,London,EMEA,Front Office,Lombard Lending,Medium,Manual,55599.43886997863,0,0,10,,,,Core Banking,2025-04
E0005426,Data Quality Issue,2025-04-05,,Open,London,EMEA,Operations,Structured Products,High,System,,0,1,14,,,,CRM,2025-04
E0005427,Processing Error,2025-04-05,2025-04-08,Closed,New York,Americas,Operations,Advisory,Low,System,,0,0,14,,,,CRM,2025-04
E0005428,Processing Error,2025-04-05,2025-04-09,Closed,New York,Americas,Operations,Advisory,Low,System,8936.109208959208,0,0,14,,,,Workflow,2025-04
E0005429,High-Risk Transaction,2025-04-05,2025-04-15,Closed,New York,Americas,Front Office,Discretionary,Medium,Process,42146.257072070104,0,0,10,,,,Workflow,2025-04
