YearMonth,Region,BookingLocation,Team,Product,KRI_ID,KRI_Value
2025-11,APAC,Singapore,Operations,Discretionary,KRI_03,0.0
2025-11,APAC,Singapore,Operations,Execution-only,KRI_03,0.0
2025-11,APAC,Singapore,Operations,Lombard Lending,KRI_03,0.0
2025-11,APAC,Singapore,Operations,Structured Products,KRI_03,0.0
2025-11,Americas,New York,Client Onboarding,Advisory,KRI_03,0.0
2025-11,Americas,New York,Client Onboarding,Discretionary,KRI_03,0.0
2025-11,Americas,New York,Client Onboarding,Execution-only,KRI_03,0.0
2025-11,Americas,New York,Client Onboarding,Lombard Lending,KRI_03,0.0
2025-11,Americas,New York,Client Onboarding,Structured Products,KRI_03,0.0
2025-11,Americas,New York,Compliance & Controls,Advisory,KRI_03,0.0
2025-11,Americas,New York,Compliance & Controls,Discretionary,KRI_03,0.0
2025-11,Americas,New York,Compliance & Controls,Execution-only,KRI_03,0.0
2025-11,Americas,New York,Compliance & Controls,Lombard Lending,KRI_03,0.0
2025-11,Americas,New York,Compliance & Controls,Structured Products,KRI_03,0.0
2025-11,Americas,New York,Front Office,Advisory,KRI_03,0.0
2025-11,Americas,New York,Front Office,Discretionary,KRI_03,8.688097306689835
2025-11,Americas,New York,Front Office,Execution-only,KRI_03,6.734006734006734
2025-11,Americas,New York,Front Office,Lombard Lending,KRI_03,0.0
2025-11,Americas,New York,Front Office,Structured Products,KRI_03,25.12562814070352
2025-11,Americas,New York,Operations,Advisory,KRI_03,0.0
2025-11,Americas,New York,Operations,Discretionary,KRI_03,0.0
2025-11,Americas,New York,Operations,Execution-only,KRI_03,0.0
2025-11,Americas,New York,Operations,Lombard Lending,KRI_03,0.0
2025-11,Americas,New York,Operations,Structured Products,KRI_03,0.0
2025-11,EMEA,Geneva,Client Onboarding,Advisory,KRI_03,0.0
2025-11,EMEA,Geneva,Client Onboarding,Discretionary,KRI_03,0.0
2025-11,EMEA,Geneva,Client Onboarding,Execution-only,KRI_03,0.0
2025-11,EMEA,Geneva,Client Onboarding,Lombard Lending,KRI_03,0.0
2025-11,EMEA,Geneva,Client Onboarding,Structured Products,KRI_03,0.0
2025-11,EMEA,Geneva,Compliance & Controls,Advisory,KRI_03,0.0
2025-11,EMEA,Geneva,Compliance & Controls,Discretionary,KRI_03,0.0
2025-11,EMEA,Geneva,Compliance & Controls,Execution-only,KRI_03,0.0
2025-11,EMEA,Geneva,Compliance & Controls,Lombard Lending,KRI_03,0.0
2025-11,EMEA,Geneva,Compliance & Controls,Structured Products,KRI_03,0.0
2025-11,EMEA,Geneva,Front Office,Advisory,KRI_03,0.0
2025-11,EMEA,Geneva,Front Office,Discretionary,KRI_03,9.587727708533077
2025-11,EMEA,Geneva,Front Office,Execution-only,KRI_03,0.0
2025-11,EMEA,Geneva,Front Office,Lombard Lending,KRI_03,0.0
2025-11,EMEA,Geneva,Front Office,Structured Products,KRI_03,0.0
2025-11,EMEA,Geneva,Operations,Advisory,KRI_03,0.0
2025-11,EMEA,Geneva,Operations,Discretionary,KRI_03,0.0
2025-11,EMEA,Geneva,Operations,Execution-only,KRI_03,0.0
2025-11,EMEA,Geneva,Operations,Lombard Lending,KRI_03,0.0
2025-11,EMEA,Geneva,Operations,Structured Products,KRI_03,0.0
2025-11,EMEA,London,Client Onboarding,Advisory,KRI_03,0.0
2025-11,EMEA,London,Client Onboarding,Discretionary,KRI_03,0.0
2025-11,EMEA,London,Client Onboarding,Execution-only,KRI_03,0.0
2025-11,EMEA,London,Client Onboarding,Lombard Lending,KRI_03,0.0
2025-11,EMEA,London,Client Onboarding,Structured Products,KRI_03,0.0
2025-11,EMEA,London,Compliance & Controls,Advisory,KRI_03,0.0
2025-11,EMEA,London,Compliance & Controls,Discretionary,KRI_03,0.0
2025-11,EMEA,London,Compliance & Controls,Execution-only,KRI_03,0.0
2025-11,EMEA,London,Compliance & Controls,Lombard Lending,KRI_03,0.0
2025-11,EMEA,London,Compliance & Controls,Structured Products,KRI_03,0.0
2025-11,EMEA,London,Front Office,Advisory,KRI_03,24.87562189054726
2025-11,EMEA,London,Front Office,Discretionary,KRI_03,7.830853563038371
2025-11,EMEA,London,Front Office,Execution-only,KRI_03,5.714285714285714
2025-11,EMEA,London,Front Office,Lombard Lending,KRI_03,0.0
2025-11,EMEA,London,Front Office,Structured Products,KRI_03,0.0
2025-11,EMEA,London,Operations,Advisory,KRI_03,0.0
2025-11,EMEA,London,Operations,Discretionary,KRI_03,0.0
2025-11,EMEA,London,Operations,Execution-only,KRI_03,0.0
2025-11,EMEA,London,Operations,Lombard Lending,KRI_03,0.0
2025-11,EMEA,London,Operations,Structured Products,KRI_03,0.0
2025-11,EMEA,Zurich,Client Onboarding,Advisory,KRI_03,29.940119760479043
2025-11,EMEA,Zurich,Client Onboarding,Discretionary,KRI_03,0.0
2025-11,EMEA,Zurich,Client Onboarding,Execution-only,KRI_03,42.643923240938165
2025-11,EMEA,Zurich,Client Onboarding,Lombard Lending,KRI_03,0.0
2025-11,EMEA,Zurich,Client Onboarding,Structured Products,KRI_03,0.0
2025-11,EMEA,Zurich,Compliance & Controls,Advisory,KRI_03,0.0
2025-11,EMEA,Zurich,Compliance & Controls,Discretionary,KRI_03,0.0
2025-11,EMEA,Zurich,Compliance & Controls,Execution-only,KRI_03,0.0
2025-11,EMEA,Zurich,Compliance & Controls,Lombard Lending,KRI_03,0.0
2025-11,EMEA,Zurich,Compliance & Controls,Structured Products,KRI_03,0.0
2025-11,EMEA,Zurich,Front Office,Advisory,KRI_03,0.0
2025-11,EMEA,Zurich,Front Office,Discretionary,KRI_03,12.292562999385371
2025-11,EMEA,Zurich,Front Office,Execution-only,KRI_03,0.0
2025-11,EMEA,Zurich,Front Office,Lombard Lending,KRI_03,0.0
2025-11,EMEA,Zurich,Front Office,Structured Products,KRI_03,0.0
2025-11,EMEA,Zurich,Operations,Advisory,KRI_03,0.0
2025-11,EMEA,Zurich,Operations,Discretionary,KRI_03,0.0
2025-11,EMEA,Zurich,Operations,Execution-only,KRI_03,0.0
2025-11,EMEA,Zurich,Operations,Lombard Lending,KRI_03,0.0
2025-11,EMEA,Zurich,Operations,Structured Products,KRI_03,0.0
2025-12,APAC,Hong Kong,Client Onboarding,Advisory,KRI_03,0.0
2025-12,APAC,Hong Kong,Client Onboarding,Discretionary,KRI_03,0.0
2025-12,APAC,Hong Kong,Client Onboarding,Execution-only,KRI_03,0.0
2025-12,APAC,Hong Kong,Client Onboarding,Lombard Lending,KRI_03,0.0
2025-12,APAC,Hong Kong,Client Onboarding,Structured Products,KRI_03,0.0
2025-12,APAC,Hong Kong,Compliance & Controls,Advisory,KRI_03,0.0
2025-12,APAC,Hong Kong,Compliance & Controls,Discretionary,KRI_03,0.0
2025-12,APAC,Hong Kong,Compliance & Controls,Execution-only,KRI_03,0.0
2025-12,APAC,Hong Kong,Compliance & Controls,Lombard Lending,KRI_03,0.0
2025-12,APAC,Hong Kong,Compliance & Controls,Structured Products,KRI_03,0.0
2025-12,APAC,Hong Kong,Front Office,Advisory,KRI_03,24.330900243309003
2025-12,APAC,Hong Kong,Front Office,Discretionary,KRI_03,22.80501710376283
2025-12,APAC,Hong Kong,Front Office,Execution-only,KRI_03,0.0
2025-12,APAC,Hong Kong,Front Office,Lombard Lending,KRI_03,0.0
2025-12,APAC,Hong Kong,Front Office,Structured Products,KRI_03,0.0
2025-12,APAC,Hong Kong,Operations,Advisory,KRI_03,0.0
2025-12,APAC,Hong Kong,Operations,Discretionary,KRI_03,0.0
2025-12,APAC,Hong Kong,Operations,Execution-only,KRI_03,0.0
2025-12,APAC,Hong Kong,Operations,Lombard Lending,KRI_03,0.0
2025-12,APAC,Hong Kong,Operations,Structured Products,KRI_03,0.0
2025-12,APAC,Singapore,Client Onboarding,Advisory,KRI_03,0.0
2025-12,APAC,Singapore,Client Onboarding,Discretionary,KRI_03,0.0
2025-12,APAC,Singapore,Client Onboarding,Execution-only,KRI_03,0.0
2025-12,APAC,Singapore,Client Onboarding,Lombard Lending,KRI_03,0.0
2025-12,APAC,Singapore,Client Onboarding,Structured Products,KRI_03,0.0
2025-12,APAC,Singapore,Compliance & Controls,Advisory,KRI_03,0.0
2025-12,APAC,Singapore,Compliance & Controls,Discretionary,KRI_03,0.0
2025-12,APAC,Singapore,Compliance & Controls,Execution-only,KRI_03,0.0
2025-12,APAC,Singapore,Compliance & Controls,Lombard Lending,KRI_03,0.0
2025-12,APAC,Singapore,Compliance & Controls,Structured Products,KRI_03,0.0
2025-12,APAC,Singapore,Front Office,Advisory,KRI_03,10.615711252653927
2025-12,APAC,Singapore,Front Office,Discretionary,KRI_03,9.861932938856016
2025-12,APAC,Singapore,Front Office,Execution-only,KRI_03,23.734177215189874
2025-12,APAC,Singapore,Front Office,Lombard Lending,KRI_03,0.0
2025-12,APAC,Singapore,Front Office,Structured Products,KRI_03,53.05039787798408
2025-12,APAC,Singapore,Operations,Advisory,KRI_03,0.0
2025-12,APAC,Singapore,Operations,Discretionary,KRI_03,0.0
2025-12,APAC,Singapore,Operations,Execution-only,KRI_03,0.0
2025-12,APAC,Singapore,Operations,Lombard Lending,KRI_03,0.0
2025-12,APAC,Singapore,Operations,Structured Products,KRI_03,0.0
2025-12,Americas,New York,Client Onboarding,Advisory,KRI_03,0.0
2025-12,Americas,New York,Client Onboarding,Discretionary,KRI_03,0.0
2025-12,Americas,New York,Client Onboarding,Execution-only,KRI_03,0.0
2025-12,Americas,New York,Client Onboarding,Lombard Lending,KRI_03,0.0
2025-12,Americas,New York,Client Onboarding,Structured Products,KRI_03,0.0
2025-12,Americas,New York,Compliance & Controls,Advisory,KRI_03,0.0
2025-12,Americas,New York,Compliance & Controls,Discretionary,KRI_03,0.0
2025-12,Americas,New York,Compliance & Controls,Execution-only,KRI_03,0.0
2025-12,Americas,New York,Compliance & Controls,Lombard Lending,KRI_03,0.0
2025-12,Americas,New York,Compliance & Controls,Structured Products,KRI_03,0.0
2025-12,Americas,New York,Front Office,Advisory,KRI_03,17.6678445229682
2025-12,Americas,New York,Front Office,Discretionary,KRI_03,0.0
2025-12,Americas,New York,Front Office,Execution-only,KRI_03,0.0
2025-12,Americas,New York,Front Office,Lombard Lending,KRI_03,0.0
2025-12,Americas,New York,Front Office,Structured Products,KRI_03,0.0
2025-12,Americas,New York,Operations,Advisory,KRI_03,0.0
2025-12,Americas,New York,Operations,Discretionary,KRI_03,0.0
2025-12,Americas,New York,Operations,Execution-only,KRI_03,11.389521640091116
2025-12,Americas,New York,Operations,Lombard Lending,KRI_03,0.0
2025-12,Americas,New York,Operations,Structured Products,KRI_03,0.0
2025-12,EMEA,Geneva,Client Onboarding,Advisory,KRI_03,0.0
2025-12,EMEA,Geneva,Client Onboarding,Discretionary,KRI_03,0.0
2025-12,EMEA,Geneva,Client Onboarding,Execution-only,KRI_03,0.0
2025-12,EMEA,Geneva,Client Onboarding,Lombard Lending,KRI_03,66.2251655629139
2025-12,EMEA,Geneva,Client Onboarding,Structured Products,KRI_03,0.0
2025-12,EMEA,Geneva,Compliance & Controls,Advisory,KRI_03,0.0
2025-12,EMEA,Geneva,Compliance & Controls,Discretionary,KRI_03,0.0
2025-12,EMEA,Geneva,Compliance & Controls,Execution-only,KRI_03,0.0
2025-12,EMEA,Geneva,Compliance & Controls,Lombard Lending,KRI_03,0.0
2025-12,EMEA,Geneva,Compliance & Controls,Structured Products,KRI_03,0.0
2025-12,EMEA,Geneva,Front Office,Advisory,KRI_03,0.0
2025-12,EMEA,Geneva,Front Office,Discretionary,KRI_03,0.0
2025-12,EMEA,Geneva,Front Office,Execution-only,KRI_03,7.288629737609329
2025-12,EMEA,Geneva,Front Office,Lombard Lending,KRI_03,0.0
2025-12,EMEA,Geneva,Front Office,Structured Products,KRI_03,0.0
2025-12,EMEA,Geneva,Operations,Advisory,KRI_03,0.0
2025-12,EMEA,Geneva,Operations,Discretionary,KRI_03,0.0
2025-12,EMEA,Geneva,Operations,Execution-only,KRI_03,0.0
2025-12,EMEA,Geneva,Operations,Lombard Lending,KRI_03,31.847133757961785
2025-12,EMEA,Geneva,Operations,Structured Products,KRI_03,0.0
2025-12,EMEA,London,Client Onboarding,Advisory,KRI_03,0.0
2025-12,EMEA,London,Client Onboarding,Discretionary,KRI_03,0.0
2025-12,EMEA,London,Client Onboarding,Execution-only,KRI_03,0.0
2025-12,EMEA,London,Client Onboarding,Lombard Lending,KRI_03,0.0
2025-12,EMEA,London,Client Onboarding,Structured Products,KRI_03,0.0
2025-12,EMEA,London,Compliance & Controls,Advisory,KRI_03,0.0
2025-12,EMEA,London,Compliance & Controls,Discretionary,KRI_03,131.57894736842104
2025-12,EMEA,London,Compliance & Controls,Execution-only,KRI_03,0.0
2025-12,EMEA,London,Compliance & Controls,Lombard Lending,KRI_03,0.0
2025-12,EMEA,London,Compliance & Controls,Structured Products,KRI_03,0.0
2025-12,EMEA,London,Front Office,Advisory,KRI_03,7.757951900698216
2025-12,EMEA,London,Front Office,Discretionary,KRI_03,0.0
2025-12,EMEA,London,Front Office,Execution-only,KRI_03,5.662514156285391
2025-12,EMEA,London,Front Office,Lombard Lending,KRI_03,0.0
2025-12,EMEA,London,Front Office,Structured Products,KRI_03,0.0
2025-12,EMEA,London,Operations,Advisory,KRI_03,0.0
2025-12,EMEA,London,Operations,Discretionary,KRI_03,0.0
2025-12,EMEA,London,Operations,Execution-only,KRI_03,10.881392818280741
2025-12,EMEA,London,Operations,Lombard Lending,KRI_03,0.0
2025-12,EMEA,London,Operations,Structured Products,KRI_03,36.90036900369004
2025-12,EMEA,Zurich,Client Onboarding,Advisory,KRI_03,27.027027027027028
2025-12,EMEA,Zurich,Client Onboarding,Discretionary,KRI_03,0.0
2025-12,EMEA,Zurich,Client Onboarding,Execution-only,KRI_03,0.0
2025-12,EMEA,Zurich,Client Onboarding,Lombard Lending,KRI_03,0.0
2025-12,EMEA,Zurich,Client Onboarding,Structured Products,KRI_03,0.0
2025-12,EMEA,Zurich,Compliance & Controls,Advisory,KRI_03,0.0
2025-12,EMEA,Zurich,Compliance & Controls,Discretionary,KRI_03,0.0
2025-12,EMEA,Zurich,Compliance & Controls,Execution-only,KRI_03,0.0
2025-12,EMEA,Zurich,Compliance & Controls,Lombard Lending,KRI_03,0.0
2025-12,EMEA,Zurich,Compliance & Controls,Structured Products,KRI_03,0.0
2025-12,EMEA,Zurich,Front Office,Advisory,KRI_03,12.594458438287154
2025-12,EMEA,Zurich,Front Office,Discretionary,KRI_03,6.038647342995168
2025-12,EMEA,Zurich,Front Office,Execution-only,KRI_03,0.0
2025-12,EMEA,Zurich,Front Office,Lombard Lending,KRI_03,0.0
2025-12,EMEA,Zurich,Front Office,Structured Products,KRI_03,15.847860538827259
2025-12,EMEA,Zurich,Operations,Advisory,KRI_03,0.0
2025-12,EMEA,Zurich,Operations,Discretionary,KRI_03,0.0
2025-12,EMEA,Zurich,Operations,Execution-only,KRI_03,0.0
2025-12,EMEA,Zurich,Operations,Lombard Lending,KRI_03,0.0
2025-12,EMEA,Zurich,Operations,Structured Products,KRI_03,29.673590504451038
2025-01,APAC,Hong Kong,Client Onboarding,Advisory,KRI_04,0.0
2025-01,APAC,Hong Kong,Client Onboarding,Discretionary,KRI_04,0.0
2025-01,APAC,Hong Kong,Client Onboarding,Execution-only,KRI_04,39.682539682539684
2025-01,APAC,Hong Kong,Client Onboarding,Lombard Lending,KRI_04,0.0
2025-01,APAC,Hong Kong,Client Onboarding,Structured Products,KRI_04,0.0
2025-01,APAC,Hong Kong,Compliance & Controls,Advisory,KRI_04,0.0
2025-01,APAC,Hong Kong,Compliance & Controls,Discretionary,KRI_04,0.0
2025-01,APAC,Hong Kong,Compliance & Controls,Execution-only,KRI_04,0.0
2025-01,APAC,Hong Kong,Compliance & Controls,Lombard Lending,KRI_04,0.0
2025-01,APAC,Hong Kong,Compliance & Controls,Structured Products,KRI_04,0.0
2025-01,APAC,Hong Kong,Front Office,Advisory,KRI_04,0.0
2025-01,APAC,Hong Kong,Front Office,Discretionary,KRI_04,0.0
2025-01,APAC,Hong Kong,Front Office,Execution-only,KRI_04,16.79261125104954
2025-01,APAC,Hong Kong,Front Office,Lombard Lending,KRI_04,0.0
2025-01,APAC,Hong Kong,Front Office,Structured Products,KRI_04,28.490028490028493
2025-01,APAC,Hong Kong,Operations,Advisory,KRI_04,0.0
2025-01,APAC,Hong Kong,Operations,Discretionary,KRI_04,0.0
2025-01,APAC,Hong Kong,Operations,Execution-only,KRI_04,0.0
2025-01,APAC,Hong Kong,Operations,Lombard Lending,KRI_04,0.0
2025-01,APAC,Hong Kong,Operations,Structured Products,KRI_04,0.0
2025-01,APAC,Singapore,Client Onboarding,Advisory,KRI_04,0.0
2025-01,APAC,Singapore,Client Onboarding,Discretionary,KRI_04,0.0
2025-01,APAC,Singapore,Client Onboarding,Execution-only,KRI_04,0.0
2025-01,APAC,Singapore,Client Onboarding,Lombard Lending,KRI_04,0.0
2025-01,APAC,Singapore,Client Onboarding,Structured Products,KRI_04,0.0
2025-01,APAC,Singapore,Compliance & Controls,Advisory,KRI_04,0.0
2025-01,APAC,Singapore,Compliance & Controls,Discretionary,KRI_04,0.0
2025-01,APAC,Singapore,Compliance & Controls,Execution-only,KRI_04,0.0
2025-01,APAC,Singapore,Compliance & Controls,Lombard Lending,KRI_04,0.0
2025-01,APAC,Singapore,Compliance & Controls,Structured Products,KRI_04,0.0
2025-01,APAC,Singapore,Front Office,Advisory,KRI_04,0.0
2025-01,APAC,Singapore,Front Office,Discretionary,KRI_04,10.695187165775401
2025-01,APAC,Singapore,Front Office,Execution-only,KRI_04,0.0
2025-01,APAC,Singapore,Front Office,Lombard Lending,KRI_04,0.0
2025-01,APAC,Singapore,Front Office,Structured Products,KRI_04,0.0
2025-01,APAC,Singapore,Operations,Advisory,KRI_04,0.0
2025-01,APAC,Singapore,Operations,Discretionary,KRI_04,0.0
2025-01,APAC,Singapore,Operations,Execution-only,KRI_04,0.0
2025-01,APAC,Singapore,Operations,Lombard Lending,KRI_04,0.0
2025-01,APAC,Singapore,Operations,Structured Products,KRI_04,0.0
2025-01,Americas,New York,Client Onboarding,Advisory,KRI_04,0.0
2025-01,Americas,New York,Client Onboarding,Discretionary,KRI_04,0.0
2025-01,Americas,New York,Client Onboarding,Execution-only,KRI_04,0.0
2025-01,Americas,New York,Client Onboarding,Lombard Lending,KRI_04,0.0
2025-01,Americas,New York,Client Onboarding,Structured Products,KRI_04,80.64516129032258
2025-01,Americas,New York,Compliance & Controls,Advisory,KRI_04,0.0
2025-01,Americas,New York,Compliance & Controls,Discretionary,KRI_04,0.0
2025-01,Americas,New York,Compliance & Controls,Execution-only,KRI_04,0.0
2025-01,Americas,New York,Compliance & Controls,Lombard Lending,KRI_04,0.0
2025-01,Americas,New York,Compliance & Controls,Structured Products,KRI_04,0.0
2025-01,Americas,New York,Front Office,Advisory,KRI_04,9.08265213442325
2025-01,Americas,New York,Front Office,Discretionary,KRI_04,0.0
2025-01,Americas,New York,Front Office,Execution-only,KRI_04,0.0
2025-01,Americas,New York,Front Office,Lombard Lending,KRI_04,0.0
2025-01,Americas,New York,Front Office,Structured Products,KRI_04,0.0
2025-01,Americas,New York,Operations,Advisory,KRI_04,0.0
2025-01,Americas,New York,Operations,Discretionary,KRI_04,14.326647564469914
2025-01,Americas,New York,Operations,Execution-only,KRI_04,0.0
2025-01,Americas,New York,Operations,Lombard Lending,KRI_04,26.80965147453083
2025-01,Americas,New York,Operations,Structured Products,KRI_04,0.0
2025-01,EMEA,Geneva,Client Onboarding,Advisory,KRI_04,0.0
2025-01,EMEA,Geneva,Client Onboarding,Discretionary,KRI_04,0.0
2025-01,EMEA,Geneva,Client Onboarding,Execution-only,KRI_04,0.0
2025-01,EMEA,Geneva,Client Onboarding,Lombard Lending,KRI_04,0.0
2025-01,EMEA,Geneva,Client Onboarding,Structured Products,KRI_04,0.0
2025-01,EMEA,Geneva,Compliance & Controls,Advisory,KRI_04,0.0
2025-01,EMEA,Geneva,Compliance & Controls,Discretionary,KRI_04,0.0
2025-01,EMEA,Geneva,Compliance & Controls,Execution-only,KRI_04,0.0
2025-01,EMEA,Geneva,Compliance & Controls,Lombard Lending,KRI_04,0.0
2025-01,EMEA,Geneva,Compliance & Controls,Structured Products,KRI_04,0.0
2025-01,EMEA,Geneva,Front Office,Advisory,KRI_04,0.0
2025-01,EMEA,Geneva,Front Office,Discretionary,KRI_04,0.0
2025-01,EMEA,Geneva,Front Office,Execution-only,KRI_04,0.0
2025-01,EMEA,Geneva,Front Office,Lombard Lending,KRI_04,0.0
2025-01,EMEA,Geneva,Front Office,Structured Products,KRI_04,0.0
2025-01,EMEA,Geneva,Operations,Advisory,KRI_04,0.0
2025-01,EMEA,Geneva,Operations,Discretionary,KRI_04,0.0
2025-01,EMEA,Geneva,Operations,Execution-only,KRI_04,0.0
2025-01,EMEA,Geneva,Operations,Lombard Lending,KRI_04,0.0
2025-01,EMEA,Geneva,Operations,Structured Products,KRI_04,0.0
2025-01,EMEA,London,Client Onboarding,Advisory,KRI_04,0.0
2025-01,EMEA,London,Client Onboarding,Discretionary,KRI_04,0.0
2025-01,EMEA,London,Client Onboarding,Execution-only,KRI_04,0.0
2025-01,EMEA,London,Client Onboarding,Lombard Lending,KRI_04,0.0
2025-01,EMEA,London,Client Onboarding,Structured Products,KRI_04,0.0
2025-01,EMEA,London,Compliance & Controls,Advisory,KRI_04,0.0
2025-01,EMEA,London,Compliance & Controls,Discretionary,KRI_04,0.0
2025-01,EMEA,London,Compliance & Controls,Execution-only,KRI_04,0.0
2025-01,EMEA,London,Compliance & Controls,Lombard Lending,KRI_04,0.0
2025-01,EMEA,London,Compliance & Controls,Structured Products,KRI_04,0.0
2025-01,EMEA,London,Front Office,Advisory,KRI_04,8.051529790660226
2025-01,EMEA,London,Front Office,Discretionary,KRI_04,0.0
2025-01,EMEA,London,Front Office,Execution-only,KRI_04,0.0
2025-01,EMEA,London,Front Office,Lombard Lending,KRI_04,0.0
2025-01,EMEA,London,Front Office,Structured Products,KRI_04,0.0
2025-01,EMEA,London,Operations,Advisory,KRI_04,0.0
2025-01,EMEA,London,Operations,Discretionary,KRI_04,0.0
2025-01,EMEA,London,Operations,Execution-only,KRI_04,0.0
2025-01,EMEA,London,Operations,Lombard Lending,KRI_04,0.0
2025-01,EMEA,London,Operations,Structured Products,KRI_04,0.0
2025-01,EMEA,Zurich,Client Onboarding,Advisory,KRI_04,27.77777777777778
2025-01,EMEA,Zurich,Client Onboarding,Discretionary,KRI_04,0.0
2025-01,EMEA,Zurich,Client Onboarding,Execution-only,KRI_04,0.0
2025-01,EMEA,Zurich,Client Onboarding,Lombard Lending,KRI_04,0.0
2025-01,EMEA,Zurich,Client Onboarding,Structured Products,KRI_04,0.0
2025-01,EMEA,Zurich,Compliance & Controls,Advisory,KRI_04,0.0
2025-01,EMEA,Zurich,Compliance & Controls,Discretionary,KRI_04,0.0
2025-01,EMEA,Zurich,Compliance & Controls,Execution-only,KRI_04,0.0
2025-01,EMEA,Zurich,Compliance & Controls,Lombard Lending,KRI_04,0.0
2025-01,EMEA,Zurich,Compliance & Controls,Structured Products,KRI_04,0.0
2025-01,EMEA,Zurich,Front Office,Advisory,KRI_04,0.0
2025-01,EMEA,Zurich,Front Office,Discretionary,KRI_04,5.931198102016608
2025-01,EMEA,Zurich,Front Office,Execution-only,KRI_04,0.0
2025-01,EMEA,Zurich,Front Office,Lombard Lending,KRI_04,0.0
2025-01,EMEA,Zurich,Front Office,Structured Products,KRI_04,0.0
2025-01,EMEA,Zurich,Operations,Advisory,KRI_04,0.0
2025-01,EMEA,Zurich,Operations,Discretionary,KRI_04,0.0
2025-01,EMEA,Zurich,Operations,Execution-only,KRI_04,0.0
2025-01,EMEA,Zurich,Operations,Lombard Lending,KRI_04,0.0
2025-01,EMEA,Zurich,Operations,Structured Products,KRI_04,0.0
2025-02,APAC,Hong Kong,Client Onboarding,Advisory,KRI_04,0.0
2025-02,APAC,Hong Kong,Client Onboarding,Discretionary,KRI_04,0.0
2025-02,APAC,Hong Kong,Client Onboarding,Execution-only,KRI_04,0.0
2025-02,APAC,Hong Kong,Client Onboarding,Lombard Lending,KRI_04,0.0
2025-02,APAC,Hong Kong,Client Onboarding,Structured Products,KRI_04,0.0
2025-02,APAC,Hong Kong,Compliance & Controls,Advisory,KRI_04,0.0
2025-02,APAC,Hong Kong,Compliance & Controls,Discretionary,KRI_04,0.0
2025-02,APAC,Hong Kong,Compliance & Controls,Execution-only,KRI_04,0.0
2025-02,APAC,Hong Kong,Compliance & Controls,Lombard Lending,KRI_04,0.0
2025-02,APAC,Hong Kong,Compliance & Controls,Structured Products,KRI_04,0.0
2025-02,APAC,Hong Kong,Front Office,Advisory,KRI_04,0.0
2025-02,APAC,Hong Kong,Front Office,Discretionary,KRI_04,0.0
2025-02,APAC,Hong Kong,Front Office,Execution-only,KRI_04,19.68503937007874
2025-02,APAC,Hong Kong,Front Office,Lombard Lending,KRI_04,0.0
2025-02,APAC,Hong Kong,Front Office,Structured Products,KRI_04,0.0
2025-02,APAC,Hong Kong,Operations,Advisory,KRI_04,0.0
2025-02,APAC,Hong Kong,Operations,Discretionary,KRI_04,0.0
2025-02,APAC,Hong Kong,Operations,Execution-only,KRI_04,0.0
2025-02,APAC,Hong Kong,Operations,Lombard Lending,KRI_04,0.0
2025-02,APAC,Hong Kong,Operations,Structured Products,KRI_04,0.0
2025-02,APAC,Singapore,Client Onboarding,Advisory,KRI_04,0.0
2025-02,APAC,Singapore,Client Onboarding,Discretionary,KRI_04,0.0
2025-02,APAC,Singapore,Client Onboarding,Execution-only,KRI_04,0.0
2025-02,APAC,Singapore,Client Onboarding,Lombard Lending,KRI_04,0.0
2025-02,APAC,Singapore,Client Onboarding,Structured Products,KRI_04,0.0
2025-02,APAC,Singapore,Compliance & Controls,Advisory,KRI_04,0.0
2025-02,APAC,Singapore,Compliance & Controls,Discretionary,KRI_04,0.0
2025-02,APAC,Singapore,Compliance & Controls,Execution-only,KRI_04,0.0
2025-02,APAC,Singapore,Compliance & Controls,Lombard Lending,KRI_04,0.0
2025-02,APAC,Singapore,Compliance & Controls,Structured Products,KRI_04,0.0
2025-02,APAC,Singapore,Front Office,Advisory,KRI_04,11.76470588235294
2025-02,APAC,Singapore,Front Office,Discretionary,KRI_04,0.0
2025-02,APAC,Singapore,Front Office,Execution-only,KRI_04,0.0
2025-02,APAC,Singapore,Front Office,Lombard Lending,KRI_04,0.0
2025-02,APAC,Singapore,Front Office,Structured Products,KRI_04,0.0
2025-02,APAC,Singapore,Operations,Advisory,KRI_04,0.0
2025-02,APAC,Singapore,Operations,Discretionary,KRI_04,0.0
2025-02,APAC,Singapore,Operations,Execution-only,KRI_04,0.0
2025-02,APAC,Singapore,Operations,Lombard Lending,KRI_04,0.0
2025-02,APAC,Singapore,Operations,Structured Products,KRI_04,0.0
2025-02,Americas,New York,Client Onboarding,Advisory,KRI_04,46.29629629629629
2025-02,Americas,New York,Client Onboarding,Discretionary,KRI_04,0.0
2025-02,Americas,New York,Client Onboarding,Execution-only,KRI_04,0.0
2025-02,Americas,New York,Client Onboarding,Lombard Lending,KRI_04,0.0
2025-02,Americas,New York,Client Onboarding,Structured Products,KRI_04,0.0
2025-02,Americas,New York,Compliance & Controls,Advisory,KRI_04,0.0
2025-02,Americas,New York,Compliance & Controls,Discretionary,KRI_04,0.0
2025-02,Americas,New York,Compliance & Controls,Execution-only,KRI_04,0.0
2025-02,Americas,New York,Compliance & Controls,Lombard Lending,KRI_04,0.0
2025-02,Americas,New York,Compliance & Controls,Structured Products,KRI_04,0.0
2025-02,Americas,New York,Front Office,Advisory,KRI_04,0.0
2025-02,Americas,New York,Front Office,Discretionary,KRI_04,0.0
